"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]","detections"
133.0,20952.658692083965,17613.270152350233,135.80419566783553,250.91255545658643,12.080104851807087,6.315251583603065,NaN,19.158452696371608,3.0
133.0,25084.70320530302,8784.523053138022,157.92135323906268,227.16773126083712,11.42233648775279,4.464673461633471,NaN,21.55955377869939,2.0
134.0,12413.43014778481,17824.925080935966,130.41560738585878,60.973497953339354,11.863035686543666,2.3933527987558247,516.5036431623575,32.10060794828249,1.0
134.0,24790.730580790558,27231.191968460727,140.94590643920992,81.57673243903923,11.252497945679798,2.117522041853058,432.1160022214331,27.825372159095764,1.0
134.0,29402.528685122175,4708.907462635221,120.78371779040646,91.44718285033356,11.638854012876491,1.9749046298117348,337.25479699611407,20.97241787852831,1.0
134.0,18733.717235580494,11131.018600694026,141.24859502874912,283.14408537580323,12.094642812313218,5.9762090769084315,NaN,17.959677259405854,3.0
134.0,22921.516348142657,11972.664643010463,175.90791919100417,215.99267597961864,11.355765365123148,4.248082704494772,NaN,25.690906743309057,2.0
135.0,2606.3295109667956,8213.769448329418,172.0186049904835,85.12030976945852,9.297197433514189,1.7397467056888953,328.60753692159915,32.85447379277302,1.0
135.0,13741.576453263306,773.1687995439536,130.04820832343196,128.11337091617438,10.903136551527346,2.0666382107186347,365.18897435050525,18.80823026717612,1.0
135.0,21580.361245457676,5460.757188091513,178.07344038769082,318.45900424060113,11.476181693136514,3.3288213062986074,658.6999909746839,17.71182822178812,1.0
135.0,22116.045606636817,2714.0865974614603,125.93063213630792,78.40696202314837,9.744323378420116,1.9716921218445111,456.1845090932167,24.2458164438105,1.0
135.0,30387.52112792975,39460.34319015667,282.9839599622206,197.89378500094404,6.870064714711915,2.1304644456012922,484.9102420333747,39.367254992867935,1.0
135.0,39414.53359680933,3963.522163452075,147.5139200442936,117.62603945701345,8.950635759766358,1.5466099541005494,270.09743933501795,21.64480007660833,1.0
135.0,5421.061608037829,16040.222889336826,154.79811529088272,412.79482223419006,10.26836647548803,9.215611787924963,NaN,20.05555577091986,4.0
135.0,7785.181012283372,2126.621812954391,151.40033177545462,161.09705686123326,9.6144964914252,4.394511708937433,NaN,26.1086142088836,2.0
135.0,12371.67132270698,17860.870649616998,176.44635665554662,639.0767714752906,11.680924674569571,12.260183429315436,NaN,21.236487010643728,5.0
135.0,24819.639045200627,27168.605292779437,119.57507153875869,150.4856540716462,10.866966354844209,4.637773244128652,NaN,19.870423702593236,2.0
135.0,38383.16528814285,2078.3957922097106,134.40737023376823,405.66928423365613,8.193688255813495,7.81190895589765,NaN,14.599168780796173,4.0
136.0,5801.17939238733,32801.42367637742,137.89437139465633,122.04178560053066,9.816550321572587,1.782930123878863,341.73952293778774,20.120939012513762,1.0
136.0,10433.919610166096,3278.6945986027035,181.25427762713093,88.92707337121563,8.985873949865612,2.0506377163614444,529.5797240734108,36.418772713334654,1.0
136.0,28593.983967919794,25359.3693697564,128.4162870635583,73.86533568802278,11.463211764287017,2.217357712879289,463.99836282033385,26.75772356414347,1.0
136.0,34499.3440389147,30032.38659332438,200.4793999095313,110.91019261807027,8.675741951337193,1.7644749400083284,323.53707618951927,33.84363406530906,1.0
136.0,14754.116452485903,37408.305004811074,129.87393261543684,290.7856573672892,10.403141499356996,6.2479386907456895,NaN,15.883833692493756,3.0
136.0,16419.8928403248,25020.063273057494,177.06364187716434,224.62179400053677,11.153838031877044,4.253543156803444,NaN,25.19282151995367,2.0
136.0,22888.026728347075,11954.294990033972,165.73528987728497,196.78014568196562,11.219574374446573,4.0680843151145165,NaN,24.629109344431303,2.0
137.0,16411.43058505449,24947.300897556455,128.54999228735863,279.4395358224193,11.771665472732666,7.601555957871282,NaN,18.008232007140546,4.0
138.0,13719.310453647957,759.499588213515,130.32894264269765,112.48623950872056,10.369848468791957,1.4596915094300482,223.97390223607545,19.200665680856147,1.0
138.0,22933.15896972055,11910.619646824121,190.9351734264406,127.79017787349763,11.40462510909908,2.0035557768963086,359.12736618307105,30.13298751728246,1.0
138.0,33721.305233533814,40113.98879438387,131.48487109130056,67.02388000299896,7.986824410982032,1.6979495941233416,440.6721898150085,27.129911543969268,1.0
138.0,2623.000575705499,8221.373175948596,160.43405815547683,338.9500822001708,9.191685398967397,6.13145867553208,NaN,19.26146310075696,3.0
138.0,15115.463843385063,36434.03729195637,132.93891528659864,135.2474682377471,9.961179057061376,4.207164767753557,NaN,23.954561803989762,2.0
138.0,18678.51238375537,11128.95853873255,159.2252008619633,1013.1042753465752,12.717359623692579,10.662836629163955,NaN,11.04791192315417,4.0
138.0,39422.61038362817,3938.1751909485183,144.84751634274988,744.1278610093109,8.959099658511311,14.080459475104295,NaN,14.628400289593051,7.0
139.0,20970.68317617465,17595.193524518163,144.2304407001915,76.90593450441874,11.817765173723314,2.123707130570655,441.0001403034086,29.877873053160013,1.0
139.0,28646.915732214275,25432.94128875689,147.19312650340572,81.09650261715453,10.604943779106403,1.8153970636774397,328.46709925019564,28.13472164463791,1.0
139.0,32051.446889337778,8238.189798937945,141.25654594997786,74.19843435180506,9.209576269314503,2.2279792096434243,535.6297046136651,30.31527887619711,1.0
139.0,38332.610246960714,2043.2557853812505,113.3991879907529,59.012556499621944,8.593140654450709,1.5810221653388619,325.09404130207446,24.258933132475658,1.0
139.0,11057.640450859346,33188.78899622741,155.27876757523282,468.38197678072686,10.365208241000351,7.620843934736969,NaN,16.08128065961508,3.0
140.0,34458.76631929364,30093.0635301009,173.9690711950132,82.15437841506646,9.521499187198986,1.7740318660594745,309.2022445488917,34.381398208633286,1.0
140.0,37169.222450347035,10464.635091895838,156.99430698890114,82.11624411416466,8.84426672351335,1.555393929801504,286.5979021180734,28.987110193769233,1.0
140.0,37222.77347263175,20767.844973170468,157.6817412771805,120.79255929925284,9.63943049053223,1.8448163160872597,328.1347304016283,23.89346989744661,1.0
140.0,39409.62391572349,3877.5357877452693,197.48196423849262,158.1197125446924,8.119660700542013,1.6849388199746198,350.1616512685378,26.006366953681784,1.0
140.0,15136.720133083061,36412.195315112986,137.16270546319367,136.7947556930984,9.991390457837634,3.7968255513854947,NaN,23.629584195732804,2.0
140.0,22918.928136632356,11963.101105075162,141.7428912513243,184.62762150331488,11.451173000421587,4.146257280762417,NaN,20.71358479985779,2.0
141.0,720.1346065777357,13127.525049258878,154.83947209942448,83.87200182797861,7.385427558665926,2.3027923676634483,807.0946820101967,31.977349954655818,1.0
141.0,5772.8041352123455,32843.71301080947,139.5785267717354,81.75187451503535,9.879793609713522,1.9302703994099686,386.08567644768874,26.654264735431184,1.0
141.0,26502.94729325107,4644.995723831525,129.60220934068326,68.44915666579674,10.749268960826171,1.7398672861302118,321.10860109969644,26.474558006007626,1.0
141.0,30356.305803132018,7026.540103064163,173.52605695903435,90.57014716904645,9.97315569470516,2.0019974238948506,412.5645532534853,33.51728245456133,1.0
141.0,2639.808397450529,8229.772885476808,169.13445177792968,284.926705119823,9.428733974641782,6.513688929902083,NaN,25.06306253458351,3.0
141.0,10399.60004293143,3293.4726508298227,161.46532091771124,182.55381659759098,9.285876653362394,4.668148239029896,NaN,27.0859983772696,2.0
141.0,28593.31933765833,25397.858992473466,149.11856373875173,512.0405263732322,11.611302085387642,9.688424312187951,NaN,16.272984512479375,5.0
142.0,16251.092333634404,21668.654242860284,189.7005211625272,117.89740479384331,10.712666236231893,1.5710479162636048,231.44024355083627,29.22877539475128,1.0
142.0,19318.748805423857,27948.96197382929,207.952441979082,122.45149884497485,10.264292507256837,2.020365268217627,392.9180166957492,34.978844615968185,1.0
142.0,33454.235840743815,17547.10241350937,127.17237012266155,69.05112643758011,10.57172788280852,1.9753375041901264,406.4711697199988,26.63581511283239,1.0
142.0,40309.76268275896,26967.63094446952,145.99885614843774,86.67660216773538,9.343752294898453,1.6899237138237573,306.134032155415,26.191945603694457,1.0
142.0,2592.5078983686867,8267.302058905707,212.29469293641534,394.58408638733323,8.511329356197598,6.705486901672078,NaN,28.45580113013437,3.0
142.0,18717.622186966673,11135.765777592218,155.91583516703628,384.0775777535809,11.827071269264595,8.872417369598889,NaN,21.017761722916013,4.0
142.0,20922.213635468448,17610.007679301438,144.8690707283909,186.73946962992002,12.685455446811162,4.896308931397684,NaN,23.097169450912133,2.0
142.0,32051.034873156088,8248.773447023323,147.37693524724284,151.67077542031456,9.42328015909965,3.1909738522946522,NaN,22.48283944882604,2.0
143.0,8352.691897531946,7000.08479789004,145.31818533063466,90.27896879135805,9.635492492528307,1.930504400460771,403.48489163517297,26.29920210991511,1.0
143.0,12423.783279506682,17841.581939680436,144.71906093894745,102.7476178522212,12.164235540164531,2.149417531113216,390.74302020575766,24.83718588257401,1.0
143.0,19254.20606620503,27938.61227187186,150.59138613195003,97.16036508173366,11.27875996047468,2.2122660976951507,447.6459961976301,27.395693146985955,1.0
144.0,22912.79304067143,11985.779609682848,200.76598897942287,125.54933905926038,11.05334842945557,2.23847907845134,514.9367800007949,34.14844957571284,1.0
144.0,32003.109510974828,8328.370809297634,219.4002279812557,124.0873054828261,8.56328984441632,2.20101364469653,490.25600853486355,38.842676740062394,1.0
144.0,13739.257194669572,812.6776228365327,147.29779621755375,149.55745566957245,9.689088396699356,3.9428729631359047,NaN,25.01245204628037,2.0
144.0,19177.19464071023,27963.551033673997,153.81131005291425,183.6285888601521,11.139852540029487,4.026796273664717,NaN,23.098157819149016,2.0
144.0,30076.694362638827,554.7736705256422,122.65196217716925,234.1351028910936,9.594000994429416,6.560597652003196,NaN,17.66512232945434,3.0
144.0,37132.34385966843,10452.23263424156,141.0375767184891,164.63607256201914,9.134214396036406,3.929968612663715,NaN,21.816162632187712,2.0
145.0,13688.950947127327,795.1289560545455,148.19431377254577,94.8119723109563,9.623956556846755,2.0922849887447685,419.02539041236105,26.76483859144049,1.0
145.0,31994.452134600557,8246.531750162369,114.56312075617667,70.13933169080879,10.044732545719699,1.860579307818496,380.74097313120865,22.883703470199457,1.0
145.0,10396.512171238508,3304.989122300553,168.47933073563368,526.9755932439049,9.476660769159901,12.666899069162614,NaN,23.849710176879544,6.0
145.0,20960.096403628653,17637.278464428364,151.69932694245583,297.6150531333828,11.907574489529969,6.584867630461539,NaN,20.404254638171444,3.0
146.0,18184.584411871612,39666.338339828886,151.60057049577338,82.47642673589402,9.35527078268471,1.6012204406336041,285.62739890791545,27.904066879942206,1.0
146.0,25038.350123706732,8804.285310819449,121.32321790159266,60.09144717264325,11.936492085914056,1.8798108164503613,336.56630861331956,27.084126525729364,1.0
146.0,34512.3389379337,30042.196134946076,154.7968212220486,94.84215311849138,8.697039993296688,1.762547163713475,368.0935621476467,26.87898532101189,1.0
146.0,28605.22261739454,25407.120364465154,166.52347958177566,388.9842960722031,10.958812543207767,7.786305736058704,NaN,21.226019309211743,4.0
146.0,40333.019909943585,26973.161252320737,157.99262202070346,173.14581264955385,8.294554395009,3.476519259974518,NaN,23.393657027550418,2.0
147.0,750.9630883256399,13110.336461856123,117.93223358299137,101.16574710715405,9.841985850238775,1.98038740177089,444.47529884089056,19.20453837473379,1.0
147.0,12353.166641100377,17861.8343086915,208.48887350205686,146.12121359595685,11.81547178151812,2.6224977596171386,581.2309274580545,34.7426064794874,1.0
147.0,18130.312369808275,39670.544587984085,123.8967143514285,69.58481152169105,8.57139490944779,1.9392944070400593,421.5070152357634,25.525218287268316,1.0
147.0,34538.48875316061,30105.84239854041,130.92762584839997,67.87651675354097,9.120700298483976,1.980314281397839,449.43683282189943,27.9657406602405,1.0
147.0,37219.88554214698,10490.896536513108,151.40375256821852,66.32172620715644,9.578642603209271,1.7568717106415124,339.8975943693806,32.94603628915761,1.0
147.0,39462.86692008383,3912.087598351816,169.97618016262106,274.87796745128446,8.112384753215148,6.420753347541758,NaN,25.789881608206972,3.0
148.0,16239.587609127972,9859.054183622007,161.78464808300347,75.34470014100972,10.6322101166935,2.180030817579931,506.0402444959722,35.863354631438256,1.0
148.0,19157.45760869521,27975.31831142384,130.60399720623334,71.02007440992816,11.449090847699894,1.7866429387547524,306.5232097631921,26.290077660023254,1.0
148.0,22862.75994155047,11985.487874983803,215.70084375979104,120.63141167720569,11.044479659818894,1.9084478923263426,316.29864680752286,36.34548577834729,1.0
148.0,25222.166572906885,20430.556766719135,149.27553379685938,94.36331335411332,10.825138475605527,2.0166972513565606,380.1568897636113,26.787050054260206,1.0
148.0,36725.14928285968,27825.734047858765,171.56345062045787,134.05723486985755,9.306568902415279,2.0070707503031104,382.80181423461573,25.41048637280039,1.0
148.0,37169.654358419655,10490.20506423254,141.20191075408772,81.74621597993175,9.377712730160098,1.8676883470249541,368.0120326022125,26.788427990443328,1.0
148.0,37345.635753499526,30961.13091718416,94.39720803133562,48.83667601964306,9.028480218513868,1.9196074339601072,487.19484075120727,23.001008240771387,1.0
148.0,2618.7935211891945,8217.575287036878,157.39212143243753,376.9093744872612,9.620544802103552,8.917301239259933,NaN,21.779314659910753,4.0
148.0,14774.058611902765,37382.20090977015,145.60630643419995,343.0861811018814,10.253611271724889,7.148805515496715,NaN,17.92771091435775,4.0
149.0,2644.3446804496343,8347.462353398329,224.43084394238485,126.883547134396,8.984430159189762,2.517126702911916,619.1031078043857,42.3200987337598,1.0
149.0,10428.18791329785,3345.1057672017087,196.54261024630495,100.00418412355539,9.581707726804447,1.8848405336075313,354.26519751677114,36.25303996641655,1.0
149.0,14719.365738359462,37382.28599257638,166.46895653544266,114.10353266924062,9.430781755852944,1.8755810830404407,409.8512100108799,26.610833918100102,1.0
149.0,28548.0808790905,25348.718663646672,214.03458347506034,144.73228841232634,10.060650874938,2.0897634880589715,384.13466305691543,32.822512589934504,1.0
149.0,22951.96100570854,11935.67817049768,154.5102930183075,287.7239194193078,11.842943452365532,5.558454554404958,NaN,19.549625836122633,3.0
150.0,13721.158978205096,806.3181224546054,103.94037024036052,56.225625084114256,9.654609269963117,2.133719914585006,455.4654715564469,24.233435935546044,1.0
150.0,20934.99978567388,17626.165296033003,139.7926567260836,143.91642775617422,12.510444525048792,1.8503369075736442,290.9083448686936,18.66474625402768,1.0
150.0,22964.433235234555,11971.581239935662,178.46589958956,121.53656282815665,11.086588478721136,2.3080678309363543,463.284143985408,30.01415927533378,1.0
150.0,25045.225597819717,8770.93646215603,146.52882263807825,155.3009406670875,12.084594381006195,2.5696453367960346,441.42184290048,20.350591830288092,1.0
150.0,26850.076839425365,2971.3676674352782,156.5469742652722,175.52467153065226,9.998967303108934,4.3507805976254375,NaN,25.566968496874686,2.0
150.0,36740.65171320465,27788.97531459335,134.23989511725222,784.4121559808453,9.636600951695089,15.427277737212012,NaN,13.114148410109374,8.0
151.0,32057.921137706515,8251.578556239088,131.7706531083085,61.5937615634168,9.601311389979282,1.9898419066572748,447.6269211275179,30.12237315768204,1.0
151.0,28555.313430121132,25398.072985299274,189.3919443718561,262.1852104069948,10.602161294870086,4.99054558467091,NaN,27.191846619468137,2.0
151.0,37176.44880398649,10506.00601551369,156.05347505277044,234.30161980693185,9.457002941759617,4.93665137554367,NaN,21.804781145792322,3.0
152.0,29344.09579585734,8441.812467785574,144.65159396425508,102.50998998136744,11.101177482615682,1.7039799217840892,246.0891751843805,23.405367658307057,1.0
152.0,31574.37491111455,18104.63050144726,179.47991203911928,96.62197454614723,9.923696882996046,2.3692320914826692,595.4380785172623,36.074827153040964,1.0
152.0,33689.39160423689,40071.9498526218,139.5245154800271,67.16201813179977,7.943097413975697,1.7967559338367527,429.86273600356645,29.626773961330926,1.0
152.0,6290.519874672123,6882.341813158986,145.1444820511474,689.8400686739972,9.304165230309524,12.278109479249483,NaN,14.21965237572975,6.0
153.0,8345.34208369304,7015.466719994155,125.63965486003724,123.49363685634356,10.114956074244342,2.085556991654257,442.02142044204084,18.511878949359215,1.0
153.0,18715.972983218402,11110.880926932434,176.9493704402214,193.45494698270588,11.613588275936218,1.9241804411330887,289.42486499294955,20.735273890561775,1.0
153.0,13687.439023051527,785.7262540105264,133.64538261618003,123.66801135464135,10.382964106643382,3.65256163900852,NaN,24.06897579570475,2.0
153.0,28583.825948173588,25403.82465939443,146.19959700523972,625.9934160469339,11.210828832420425,12.602645420292596,NaN,15.921261902236484,6.0
154.0,10365.551561789443,3334.051091590426,212.1859343290002,141.93332169582155,8.24166107794753,1.7428214158414934,329.0806047419115,30.814121060634815,1.0
154.0,14762.694340334381,37456.959808006715,232.65104305708988,163.18572046820455,8.215172926432926,2.190656365788071,539.8024640253001,34.56549540577325,1.0
154.0,32049.804369816302,8247.275983403671,141.58085017033198,65.04537083807988,10.034512321974303,2.0792064647132276,466.8884394372289,32.43779874858049,1.0
154.0,16123.435647685483,29770.39447468637,123.30876678338883,145.73045244978795,11.122935364850896,3.882619608545674,NaN,19.606717785593144,2.0
154.0,39449.139671692086,3932.9549319142557,156.58255825647208,257.20309599186623,8.64166901516469,5.884001561213049,NaN,22.534629300746456,3.0
155.0,37140.62383934062,10448.154690203195,125.61878707128443,79.06089053322474,9.874404099555464,2.0072625702149853,480.4284365436341,24.160964563879247,1.0
155.0,7768.1356083687515,16343.35222569494,126.87743337294773,160.89759380339507,10.784821159359629,3.6671400147820155,NaN,18.588111488739536,2.0
155.0,14744.236902557886,37389.67940317043,142.24646379407724,943.9968229829851,10.267497027853473,17.609244449678965,NaN,13.601208814289889,9.0
156.0,18692.19594845333,11084.029422384481,149.35953751554135,75.77257984316243,11.841870826313846,2.07005341939948,363.56078593201795,31.330839961063656,1.0
156.0,22925.67832621464,11996.915923335191,158.06880465508502,122.47494457848322,11.471358578392922,2.1489577778370923,442.838910667344,24.781469265069635,1.0
156.0,34511.72346353283,30062.57755300784,167.0673966448399,82.48592524156152,8.968453306915656,1.665061599030331,331.7162171045446,31.84763095740821,1.0
156.0,20943.286469154955,17628.595936152145,161.63703801364446,169.6888616945859,11.729683987573127,4.118414626999147,NaN,26.744192158373917,2.0
156.0,37135.02221656087,10487.624209773032,169.17879387486838,192.00675438295352,9.219988850934033,3.9153380800686617,NaN,25.370417371570106,2.0
156.0,39427.390866113376,3960.0517209315894,177.0771436249805,405.85609252201954,8.709653127961223,8.543388455056911,NaN,24.23844445816798,4.0
157.0,10400.414923683307,3254.5388941005594,169.21132356529773,81.62465354756564,9.495598842186414,2.1105458222235005,476.21204346480704,35.57811151895352,1.0
157.0,21652.729661974496,5395.514705375198,175.21217518941825,225.34688012854394,11.946030435685998,2.0533599308762405,296.0175027527819,18.94073090221837,1.0
157.0,22918.073721693145,11932.71325997506,208.58947050284368,138.55423630296826,10.404955456861483,1.9181782160168868,396.66281972640616,31.617391916744854,1.0
157.0,26809.21379517414,2867.3868427264683,150.79286809146362,76.01151179472787,10.393875557987263,1.7280816113977338,330.6767907345306,29.81130177786034,1.0
157.0,37198.77757483996,20735.67252461303,131.25322591617217,65.62816580636085,9.693015595259595,2.04867311540893,473.42143465420577,29.00745608524483,1.0
158.0,10459.033804232202,3294.4164721571924,145.25481598804697,67.65313598664119,10.131731298431667,2.124376384352253,486.73981867667464,32.957626177457556,1.0
158.0,36705.55627490119,27824.902522382537,142.26718629966402,177.41670246987104,9.290660785315449,4.464794120696274,NaN,22.246112398734056,2.0
159.0,28728.41781005863,23871.165880392273,140.2237312486767,70.82230600838594,11.075945684144772,2.1193293313817136,444.7764892432934,30.418483845844406,1.0
159.0,33687.439683788216,40109.59108612862,187.79915355426,93.35430227356137,7.461865367050765,1.8420071003054121,471.57603133828616,35.41000174550286,1.0
159.0,10408.37184434464,3310.377752436854,175.4454274317978,266.9530214788165,9.330505082042881,6.349668423630846,NaN,27.656142400716572,3.0
160.0,14766.822037295842,37399.24558684407,131.27510427022702,74.45698250853648,10.373363713993717,1.769522139688486,311.3388734798253,25.616991192760644,1.0
160.0,18657.339736254686,11084.070399238815,172.38542882217118,106.66043079361775,11.36379801332766,2.6619507994208074,656.9863218268897,33.424911336940525,1.0
160.0,20955.845903379646,17627.17226961731,124.15769502299172,86.09140263580771,12.732530149906657,1.8714469617635097,300.5178629386726,22.206494001495315,1.0
160.0,21618.21609151394,5410.668037445446,186.90712262963132,209.25662387415423,10.949945817399572,2.583813628653033,515.8759123776006,22.95112440545204,1.0
160.0,26837.038336275466,2925.104075756475,112.06433513979059,55.93075827120275,10.72404640901205,2.1862004047822636,458.7784299765222,26.90308869111882,1.0
160.0,33703.09675525998,40051.6550319739,115.45503345809117,53.94900634589194,8.14328966809461,2.1712107584940306,596.7505475384163,28.570166176777885,1.0
160.0,36754.423760687314,27789.633805721533,134.93820536123926,433.88166487145014,9.190694719222495,10.12039193997994,NaN,16.307608195768026,5.0
161.0,37182.17781377961,10479.779402567892,150.80183951558442,74.03496710171157,8.590225259913378,2.0134977116970663,561.8958145957403,31.916934859623304,1.0
161.0,7314.731581585996,37052.93945960847,137.28611740218435,1022.2089195878316,9.302259599044499,13.894426047464375,NaN,10.1683800482727,6.0
162.0,23700.78327177693,8597.616877201453,117.60457711651505,70.76584004725436,11.3625737422477,2.331984147139809,514.7277380567244,24.9995147621543,1.0
162.0,28631.121254392092,25372.242717803205,178.15170187945728,132.5753925106427,11.201217633781686,2.1766931945340997,415.4909029777837,27.594639616441793,1.0
162.0,31985.122637536355,26368.847619616623,151.06417829833165,82.07562863471205,10.28950214947937,1.7465490292253836,320.37597950024235,28.523483608234447,1.0
162.0,20911.45907733023,17617.24003176168,132.52178031122816,194.87348490619752,12.212453926767923,4.191627139191445,NaN,18.201044760710825,2.0
163.0,13739.243217224022,774.0466397492713,135.10938864491968,66.55436927581925,9.641834650702243,1.9938625904891962,437.2268584229873,29.567383337834922,1.0
163.0,20953.634577566576,17604.100422087333,120.04269402333497,74.01797736034457,12.049283310232717,2.39389921154269,520.2938418315954,25.128450593940816,1.0
163.0,22951.64355703841,11950.15786278636,167.46950259714203,87.13229258363359,11.201401205845144,2.0978605717920655,423.9600119896531,33.404947598373916,1.0
163.0,26893.581068941763,2947.9296833494896,138.7799118195992,76.02572161597419,9.984707945494387,2.106499445404512,468.94096691009844,28.5360981241426,1.0
163.0,21656.24739684075,5357.293436520148,192.1227931822884,1028.552816006993,11.35735521938289,9.494799993803952,NaN,13.705053987811459,4.0
163.0,28598.40718467212,25403.894695815718,172.28634078814062,449.1658401318751,11.41417295368079,7.918780242633336,NaN,20.143606822570913,4.0
164.0,2590.2005367368115,8212.819501872307,168.37305276799918,83.72319380024882,9.101814030289336,1.5512280898703588,273.19533356420914,31.20197694528637,1.0
164.0,5916.139514118366,13849.907781803397,215.27637140901973,175.08915211632578,8.476923715836271,2.1558303324630073,443.05217799284,29.346635789368108,1.0
164.0,33616.418749652315,40067.99603500249,138.25572651971643,67.08292705736132,7.464756625830769,2.167834814820429,678.9733998509192,31.245423533212286,1.0
164.0,26846.331131137544,2969.0464693554877,126.86257280798259,137.2181091707701,10.167403393622397,4.022545500231702,NaN,21.648443351646126,2.0
165.0,5902.250123516278,13899.782648561824,169.81283636438476,89.41077464495844,9.529576114059473,1.7824402399282504,366.93877877281227,31.51714042634428,1.0
165.0,12366.629545319232,17846.42207376463,188.97108513430894,125.4506901385106,11.857683570586403,2.3624478680267553,507.62772437667155,32.09813119196431,1.0
165.0,21835.90036289501,869.2439853056043,123.0603763367427,119.3732407635863,9.786046162891084,3.6396352029734276,NaN,21.92935250408451,2.0
165.0,25040.5831131278,8814.27952551598,139.4665199398185,989.7103648115292,11.459447965686296,20.676789236822696,NaN,14.268118743207664,9.0
166.0,10408.72651628724,8279.884253646514,121.43033904120786,70.66293275038079,10.596429806570818,1.891830766317634,378.90908608451247,24.505762507390546,1.0
166.0,14747.029547684651,37359.133609863304,182.9248974404588,118.29570712804711,8.98439775999802,2.1076122839936913,490.650511402998,30.539934980589408,1.0
166.0,21650.28196411245,5402.000689867253,185.34334006807393,1763.0479624643174,11.230951848635211,18.048922527307997,NaN,12.71207366260025,8.0
167.0,12411.805529701305,40055.27415518117,138.44458703027192,63.18113334339273,8.907260475484224,1.7514220234005642,389.2717232701154,30.29259530972663,1.0
167.0,13736.234832316388,787.7127179145749,144.976277689313,94.8530267240614,9.216387613750484,1.753264255731076,354.0601917266854,24.775795948582577,1.0
167.0,20611.36893494439,37746.44495850419,128.70404467006034,123.0278506427559,10.544885319502521,2.2311216681974826,536.1365386378533,19.370578487459724,1.0
167.0,28599.43141365136,25412.13764409104,146.58999544416196,345.87958305280745,11.681593988558532,6.58145809732988,NaN,17.162801133059062,3.0
167.0,39471.89125478486,3938.472437757379,174.92039681417268,305.7481362225773,7.84939913125902,6.198948357234892,NaN,24.185338416100596,3.0
168.0,14777.781114283945,37414.74721810483,192.9253647415872,112.65610973362219,9.474090646373266,1.817343091938516,354.2945035668539,32.150358597374584,1.0
168.0,18720.646577514148,11182.829892911268,175.97556413659046,187.34457691855155,11.711994260477244,4.392274149615069,NaN,29.316803576841927,2.0
169.0,18705.81600921999,11133.020100314663,166.76840738240594,642.1619817059667,11.399436267162502,9.841411836682333,NaN,16.379687640308017,5.0
169.0,20953.24562978002,17635.186826303205,135.16620931185588,234.39544426124422,12.108255500104418,6.601848337995973,NaN,20.614320467282596,3.0
169.0,39424.32586069857,3959.133955385345,218.2791130035178,273.85332518404545,7.262751029616762,4.401756356895996,NaN,30.521243255516882,2.0
170.0,6140.462975658683,30310.491095565558,109.21589867998455,56.34259777892019,9.044939687225162,2.140394778399753,549.3850009423697,25.74610379271322,1.0
171.0,16218.026339910899,9956.559502274233,120.40881410406456,62.27889995370963,11.185925173584588,2.251371739978299,454.290672522398,27.74030750968674,1.0
171.0,14761.196199513153,37395.01157568057,140.99851335540922,378.0516955880929,9.682923997708523,10.035352367685029,NaN,19.60180954766274,5.0
171.0,26819.699198006958,2905.9209122393845,130.15317440837092,135.0135101309026,9.932509821362574,3.9311452267784794,NaN,22.48497464655926,2.0
171.0,31981.85940427332,26416.66510406966,131.93376351964847,157.63174222725272,10.66073011962063,4.192110695660153,NaN,21.08940020583252,2.0
172.0,2605.1628767908146,8203.972667249927,150.93440857030828,278.9312860472123,8.98710663779494,5.9443570658207765,NaN,20.059838895354783,3.0
172.0,7811.085869048256,2158.8517653584863,147.29206510209485,227.2910178887957,9.089269405343657,5.355795203245005,NaN,21.374121232599634,3.0
173.0,6132.991945834028,30276.612652890115,135.08198984509067,78.51066791383928,9.130497233794552,1.8557429805924135,354.6023277575761,25.973698526795992,1.0
173.0,13718.309083333977,792.8177721235387,139.9502765123155,122.91685225078392,10.14913860424666,1.8646396669905896,355.4867235127312,20.559980770288803,1.0
173.0,33714.78862831194,40095.61164459743,135.02331029637608,108.2891752144969,8.64472649707221,1.700213950125565,336.2329992110003,20.90108392849025,1.0
173.0,7322.9885414242135,37057.10452473388,161.88466030104652,456.1964487687985,8.420395796970489,7.3655860667013044,NaN,17.185276161810897,4.0
173.0,22937.069291975324,11967.94023947531,164.8524735479538,168.22756132098743,12.123987521134275,3.740135322751035,NaN,26.347040877065027,2.0
173.0,28580.27972574731,25395.929332070802,166.8205309547551,691.5913932724511,10.91237629646918,10.155860461201987,NaN,15.732797760235783,5.0
174.0,10791.103821092052,5289.98786052539,149.20485085225582,73.19679301425434,9.978163032364657,1.9531177507976183,385.11681677842984,31.366331354849574,1.0
174.0,33662.14905994052,40149.17437003673,149.59666262969483,78.74945352859099,7.624010695147296,2.268853086230049,697.2900553851822,31.679488359652737,1.0
174.0,39414.80514301366,3966.051885614031,138.2114632504069,135.69981450228232,9.221742205236065,3.6153070368672466,NaN,23.484840311283282,2.0
175.0,10808.494822844177,5220.7064891433765,150.21579570804892,92.36743378656352,10.4726342678943,2.1371676618458046,438.8028360103855,27.91582455652256,1.0
175.0,31971.753142736376,26420.543889733868,138.91753742768861,74.57555874387229,10.540473169442187,2.3133130629885486,565.0783709076632,29.96593664531317,1.0
