0	216.5966	
1	212.8353	
2	199.6713	
3	189.5098	
4	190.4549	
5	198.1847	
6	203.7290	
7	205.5766	
8	206.0000	
9	206.0000	
10	206.0000	
11	205.4224	
12	205.0000	
13	204.5223	
14	203.6455	
15	204.3173	
16	205.6154	
17	205.9497	
18	205.9132	
19	205.9635	
20	207.1598	
21	208.5802	
22	208.4196	
23	208.0000	
24	208.0000	
25	208.0000	
26	205.0423	
27	203.4949	
28	205.0266	
29	206.4591	
30	206.9132	
31	206.9132	
32	206.9132	
33	206.9132	
34	208.0802	
35	208.9132	
36	208.9132	
37	208.9132	
38	209.4977	
39	208.4127	
40	208.3650	
41	210.0033	
42	209.0995	
43	194.2970	
44	163.6626	
45	142.3680	
46	144.1317	
47	160.2422	
48	178.9504	
49	192.9873	
50	198.5464	
51	201.0392	
52	204.3423	
53	204.7161	
54	204.5886	
55	205.5889	
56	207.1782	
57	206.8724	
58	205.4972	
59	203.9583	
60	201.9934	
61	184.7451	
62	152.6232	
63	127.5728	
64	128.4499	
65	145.5646	
66	166.3482	
67	181.0770	
68	189.3864	
69	192.9912	
70	194.6195	
71	196.0271	
72	198.7039	
73	200.2605	
74	200.2605	
75	200.2605	
76	200.8031	
77	200.0363	
78	199.9068	
79	184.9806	
80	141.1867	
81	102.1052	
82	93.0277	
83	117.6789	
84	146.5522	
85	163.7338	
86	174.0180	
87	182.4952	
88	187.8269	
89	190.7927	
90	193.1956	
91	194.1039	
92	194.8239	
93	196.4057	
94	197.7725	
95	197.0275	
96	196.2605	
97	196.2605	
98	196.2605	
99	196.9127	
100	196.6948	
101	196.1562	
102	196.0347	
103	195.3467	
104	195.5146	
105	197.0642	
106	198.4805	
107	198.5201	
108	198.2605	
109	198.2605	
110	198.2081	
111	197.4657	
112	196.3966	
113	197.2074	
114	199.2079	
115	199.3958	
116	198.3955	
117	196.7906	
118	194.2901	
119	193.1736	
120	191.9627	
121	190.5679	
122	187.8023	
123	186.2605	
124	186.2605	
125	186.2605	
126	185.1518	
127	185.8869	
128	186.0606	
129	183.7426	
130	182.1690	
131	181.7019	
132	181.7244	
133	181.3761	
134	179.9216	
135	180.2336	
136	181.9736	
137	182.0958	
138	181.2354	
139	180.9132	
140	180.9132	
141	182.5866	
142	180.5972	
143	176.9779	
144	177.4019	
145	179.1992	
146	179.7395	
147	179.7395	
148	179.7395	
149	179.2331	
150	179.5263	
151	181.1400	
152	183.0340	
153	183.6862	
154	182.7443	
155	183.8035	
156	187.7397	
157	190.2876	
158	190.7395	
159	190.7395	
160	188.3302	
161	187.4958	
162	189.7618	
163	189.6802	
164	189.4764	
165	189.2094	
166	188.1555	
167	187.1220	
168	190.1501	
169	192.2605	
170	193.2823	
171	195.5002	
172	196.1289	
173	191.2834	
174	188.9459	
175	192.0892	
176	192.1822	
177	191.6322	
178	190.1600	
179	187.9534	
180	187.6657	
181	186.5632	
182	185.2800	
183	187.5943	
184	189.0117	
185	187.0469	
186	186.5896	
187	184.5636	
188	184.7932	
189	186.3954	
190	185.0318	
191	185.7626	
192	185.9577	
193	186.7908	
194	190.4587	
195	193.9391	
196	196.3583	
197	195.5152	
198	193.3244	
199	196.5529	
200	197.6070	
201	196.2002	
202	193.8926	
