0	213.7267	
1	212.3381	
2	211.8632	
3	211.8264	
4	211.8264	
5	211.8264	
6	211.8264	
7	211.8264	
8	211.8264	
9	211.8264	
10	211.2991	
11	210.3356	
12	209.2851	
13	208.2482	
14	207.8264	
15	207.8264	
16	207.8264	
17	207.8264	
18	208.9852	
19	209.8264	
20	209.8264	
21	208.7668	
22	208.0000	
23	208.0000	
24	208.0000	
25	208.0000	
26	208.0000	
27	208.0000	
28	208.0000	
29	209.0633	
30	209.8264	
31	209.8264	
32	209.8264	
33	209.8264	
34	209.8264	
35	209.8264	
36	209.8264	
37	209.8264	
38	209.8264	
39	209.8264	
40	209.7756	
41	210.2232	
42	209.3948	
43	207.9801	
44	206.4956	
45	205.7904	
46	205.8264	
47	205.8264	
48	205.7754	
49	205.7395	
50	205.7395	
51	205.7395	
52	204.4612	
53	204.7937	
54	204.5777	
55	201.5732	
56	199.6931	
57	199.0432	
58	194.1249	
59	192.1954	
60	192.8819	
61	191.1221	
62	188.1768	
63	187.2989	
64	185.8437	
65	182.8271	
66	181.6173	
67	178.6931	
68	176.6527	
69	175.4678	
70	171.6892	
71	168.4668	
72	166.4663	
73	163.8723	
74	160.9231	
75	159.0940	
76	155.6816	
77	151.8692	
78	151.2475	
79	149.8161	
80	147.3237	
81	144.0453	
82	141.6930	
83	138.4455	
84	134.7771	
85	131.7763	
86	129.9173	
87	128.2332	
88	126.1458	
89	123.5646	
90	120.0529	
91	116.7368	
92	113.7709	
93	111.3168	
94	107.4849	
95	104.3329	
96	101.7158	
97	98.7323	
98	96.3141	
99	94.8790	
100	93.3305	
101	91.9653	
102	91.4616	
103	90.1900	
104	88.7909	
105	87.7906	
106	87.3923	
107	87.3923	
108	87.3923	
109	86.7896	
110	85.8417	
111	85.4791	
112	85.4791	
113	86.0828	
114	87.5821	
115	88.9621	
116	90.5487	
117	91.3579	
118	91.9447	
119	93.5159	
120	94.9109	
121	95.3580	
122	95.9982	
123	97.6048	
124	98.9988	
125	101.7666	
126	105.0738	
127	108.0404	
128	110.4337	
129	114.2048	
130	117.4007	
131	120.0435	
132	122.3829	
133	124.9053	
134	127.9250	
135	131.0126	
136	133.9415	
137	136.8215	
138	139.8943	
139	142.4585	
140	146.8100	
141	149.0450	
142	150.2672	
143	151.6563	
144	152.6566	
145	153.6568	
146	154.7103	
147	155.6910	
148	156.7640	
149	157.8315	
150	158.8318	
151	159.8320	
152	158.3776	
153	157.9924	
154	159.6008	
155	158.5155	
156	155.7617	
157	157.6541	
158	158.7570	
159	155.2816	
160	152.4023	
161	150.9012	
162	148.8227	
163	150.3907	
164	153.9154	
165	155.9095	
166	155.2114	
167	158.6943	
168	161.3054	
169	161.3054	
170	161.3054	
171	160.1221	
172	159.3923	
173	159.3923	
174	158.8267	
175	157.1862	
176	158.2516	
177	158.2060	
178	156.1846	
179	155.3923	
180	155.3923	
181	155.3923	
182	154.3114	
183	153.6527	
184	153.6527	
185	153.6527	
186	153.7068	
187	153.7395	
188	153.7395	
189	153.7395	
190	154.9322	
191	156.2222	
192	157.0815	
193	158.5322	
194	159.3812	
195	158.2840	
196	156.9410	
197	155.3698	
198	153.4019	
199	151.9727	
200	153.3350	
201	156.2165	
202	158.5039	
