0	224.4252	
1	222.8499	
2	219.3232	
3	215.8963	
4	211.8473	
5	207.6985	
6	204.5315	
7	204.8901	
8	208.7707	
9	212.3706	
10	213.8165	
11	214.5776	
12	215.5779	
13	217.1562	
14	217.3212	
15	216.9268	
16	215.2131	
17	213.1832	
18	212.4254	
19	211.3528	
20	212.0819	
21	212.0272	
22	207.7779	
23	205.9420	
24	204.8931	
25	199.3337	
26	198.6825	
27	199.2060	
28	191.6812	
29	181.1067	
30	178.2529	
31	185.1701	
32	196.2780	
33	201.6050	
34	201.7105	
35	198.5458	
36	200.4803	
37	204.8407	
38	209.5814	
39	214.1760	
40	215.7183	
41	215.9280	
42	216.0000	
43	216.0000	
44	215.4648	
45	214.5514	
46	214.1736	
47	214.1736	
48	212.9995	
49	212.1736	
50	212.1736	
51	212.1736	
52	214.5260	
53	217.2993	
54	218.6754	
55	219.6757	
56	220.0357	
57	220.0000	
58	220.0000	
59	220.0000	
60	219.3586	
61	218.8619	
62	218.8776	
63	218.3736	
64	218.0000	
65	218.0000	
66	218.0000	
67	217.8972	
68	218.3671	
69	218.7395	
70	218.7395	
71	217.1151	
72	216.0000	
73	216.0000	
74	216.0000	
75	216.0000	
76	216.0000	
77	216.0000	
78	216.0000	
79	213.0250	
80	203.1583	
81	193.0106	
82	189.0920	
83	191.6328	
84	197.2822	
85	201.5809	
86	202.2814	
87	203.0554	
88	203.8264	
89	203.8264	
90	203.8264	
91	202.6302	
92	200.0314	
93	197.6292	
94	192.5305	
95	172.7742	
96	159.7851	
97	160.8159	
98	162.3646	
99	155.0244	
100	148.1293	
101	151.0307	
102	161.4291	
103	168.8836	
104	170.5313	
105	169.9642	
106	169.6704	
107	169.1374	
108	159.7556	
109	138.2616	
110	116.5444	
111	111.6493	
112	124.0698	
113	139.0921	
114	140.0148	
115	130.4750	
116	126.5863	
117	132.3031	
118	125.8570	
119	111.3217	
120	114.4059	
121	125.5409	
122	124.9659	
123	122.6746	
124	127.7994	
125	135.3185	
126	143.7422	
127	150.3309	
128	152.1022	
129	153.3211	
130	144.3922	
131	129.5707	
132	126.5210	
133	136.0541	
134	148.2709	
135	155.1578	
136	159.2498	
137	161.6289	
138	163.9171	
139	166.8649	
140	169.3272	
141	168.8459	
142	167.9469	
143	169.2421	
144	170.5391	
145	172.7151	
146	173.9132	
147	172.0229	
148	173.1174	
149	171.6611	
150	168.7598	
151	168.8067	
152	170.5411	
153	171.5072	
154	173.7445	
155	176.7167	
156	177.9530	
157	178.0868	
158	178.0868	
159	179.3177	
160	181.2648	
161	182.0000	
162	182.0000	
163	183.9030	
164	183.6927	
165	181.5924	
166	181.5508	
167	180.3083	
168	180.3887	
169	182.7799	
170	184.9019	
171	182.7418	
172	181.7262	
173	184.0845	
174	186.4990	
175	187.0453	
176	188.2066	
177	190.3478	
178	192.2527	
179	192.9671	
180	190.0576	
181	185.9379	
182	184.0614	
183	185.8360	
184	189.8721	
185	192.9721	
186	194.7189	
187	191.2005	
188	190.5541	
189	189.4848	
190	188.0654	
191	189.7626	
192	193.5386	
193	194.3869	
194	192.7186	
195	192.6247	
196	193.6249	
197	195.1961	
198	194.1998	
199	190.9425	
200	191.2682	
201	193.3497	
202	191.0309	
