0.0000	206
0.0100	209
0.0200	210
0.0300	209
0.0400	207
0.0500	204
0.0600	204
0.0700	204
0.0800	205
0.0900	205
0.1000	206
0.1100	207
0.1200	212
0.1300	215
0.1400	214
0.1500	209
0.1600	204
0.1700	202
0.1800	200
0.1900	201
0.2000	201
0.2100	201
0.2200	199
0.2300	197
0.2400	196
0.2500	196
0.2600	200
0.2700	202
0.2800	203
0.2900	202
0.3000	199
0.3100	198
0.3200	197
0.3300	198
0.3400	195
0.3500	194
0.3600	194
0.3700	196
0.3800	195
0.3900	193
0.4000	190
0.4100	189
0.4200	190
0.4300	191
0.4400	190
0.4500	189
0.4600	189
0.4700	191
0.4800	192
0.4900	192
0.5000	191
0.5100	191
0.5200	188
0.5300	186
0.5400	185
0.5500	184
0.5600	184
0.5700	184
0.5800	185
0.5900	186
0.6000	186
0.6100	185
0.6200	184
0.6300	183
0.6400	183
0.6500	183
0.6600	183
0.6700	184
0.6800	185
0.6900	186
0.7000	185
0.7100	184
0.7200	183
0.7300	182
0.7400	181
0.7500	180
0.7600	181
0.7700	181
0.7800	181
0.7900	181
0.8000	180
0.8100	178
0.8200	177
0.8300	178
0.8400	180
0.8500	181
0.8600	181
0.8700	178
0.8800	178
0.8900	179
0.9000	179
0.9100	180
0.9200	181
0.9300	181
0.9400	182
0.9500	182
0.9600	181
0.9700	181
0.9800	182
0.9900	182
1.0000	181
1.0100	178
1.0200	175
1.0300	174
1.0400	174
1.0500	175
1.0600	172
1.0700	170
1.0800	169
1.0900	170
1.1000	171
1.1100	171
1.1200	171
1.1300	171
1.1400	172
1.1500	172
1.1600	170
1.1700	168
1.1800	167
1.1900	168
1.2000	170
1.2100	170
1.2200	167
1.2300	163
1.2400	161
1.2500	162
1.2600	164
1.2700	165
1.2800	163
1.2900	161
1.3000	159
1.3100	158
1.3200	158
1.3300	159
1.3400	157
1.3500	155
1.3600	153
1.3700	151
1.3800	151
1.3900	151
1.4000	150
1.4100	148
1.4200	149
1.4300	149
1.4400	148
1.4500	146
1.4600	145
1.4700	145
1.4800	142
1.4900	140
1.5000	141
1.5100	144
1.5200	143
1.5300	141
1.5400	139
1.5500	140
1.5600	139
1.5700	139
1.5800	139
1.5900	140
1.6000	139
1.6100	138
1.6200	137
1.6300	137
1.6400	136
1.6500	136
1.6600	137
1.6700	138
1.6800	138
1.6900	136
1.7000	134
1.7100	134
1.7200	135
1.7300	136
1.7400	136
