0	222.5926
1	224.0439
2	227.1204
3	228.8552
4	230.0186
5	231.4411
6	229.7643
7	227.1158
8	227.2945
9	227.6125
10	227.7838
11	226.2646
12	225.6906
13	226.2535
14	225.7097
15	225.3229
16	226.4977
17	227.5148
18	227.5265
19	227.9142
20	228.4163
21	227.8884
22	227.9933
23	228.7780
24	227.6673
25	227.0672
26	224.1630
27	225.3801
28	226.8955
29	228.1690
30	228.7341
31	227.8763
32	226.5343
33	227.3092
34	228.0200
35	226.7993
36	226.1264
37	224.9261
38	225.2881
39	226.8494
40	226.5143
41	226.5431
42	227.6851
43	226.7172
44	225.1812
45	224.4786
46	224.2222
47	224.1748
48	223.5866
49	223.0805
50	222.9483
51	222.6862
52	221.7858
53	218.6609
54	219.2153
55	220.3766
56	219.9044
57	222.8536
58	222.1244
59	220.6775
60	219.8507
61	219.8596
62	220.8381
63	218.9415
64	216.7778
65	216.5720
66	215.4032
67	215.7345
68	216.5516
69	215.8760
70	214.9548
71	214.1945
72	214.8838
73	215.0000
74	215.3207
75	214.5933
76	211.2349
77	211.9193
78	215.1111
79	213.4198
80	211.1736
81	211.4917
82	210.8423
83	208.6125
84	207.3879
85	207.0007
86	205.2595
87	204.8527
88	206.6181
89	205.6942
90	205.0144
91	205.0406
92	205.4746
93	206.3333
94	204.3074
95	201.5147
96	198.6835
97	197.0060
98	195.9945
99	191.8734
100	187.5123
101	181.9505
102	172.8448
103	167.5123
104	164.0550
105	159.5649
106	153.2269
107	146.5380
108	145.4420
109	146.9953
110	145.4172
111	148.3402
112	158.4351
113	158.7740
114	161.4189
115	166.8197
116	170.9397
117	174.3298
118	176.6893
119	179.3639
120	184.0412
121	186.2502
122	188.0211
123	187.4156
124	186.7458
125	189.1282
126	192.0878
127	190.6600
128	185.5720
129	185.7623
130	188.7618
131	191.3189
132	189.4604
133	186.6460
134	189.7827
135	196.1069
136	195.4411
137	191.3107
138	190.0000
139	191.1537
140	192.5697
141	193.4099
142	191.1311
143	191.3431
144	186.7197
145	185.0905
146	185.5281
147	183.7183
148	187.0107
149	185.8002
150	183.3855
151	181.0359
152	180.4145
153	184.1843
154	187.9621
155	185.0009
156	186.7893
157	191.8024
158	193.3333
159	193.9840
160	192.5203
161	191.6283
162	192.3234
163	192.2276
164	192.5873
165	191.6372
166	191.9601
167	190.8148
