Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
Alexa405/Alexa647	13281.7	9126.8	13281.7	9126.8	2020.87610	57194.00781	351.15997	0.78092	0.81589	415.80280	55332.96875	7820	4	-1	1	116	116	12334.86008	2.20660	13281.7	9126.8	13281.7	9126.8
Alexa405/Alexa647	13304.8	9130.9	13304.8	9130.9	1799.40564	14093.79980	357.28070	0.40423	0.68923	381.44141	13829.55078	7181	1	-1	1	213	213	3039.56752	4.48237	13304.8	9130.9	13304.8	9130.9
Alexa405/Alexa647	13278.2	9154.4	13278.2	9154.4	1391.43494	156627.56250	359.30560	0.55004	0.70465	428.52490	153827.56250	5971	8	-1	1	209	209	33779.39652	1.29630	13278.2	9154.4	13278.2	9154.4
Alexa405/Alexa647	13272.1	9155.6	13272.1	9155.6	1955.54077	173753.37500	349.72525	0.74328	0.82316	405.82669	167084.51563	5743	12	-1	1	108	108	37472.86913	1.24842	13272.1	9155.6	13272.1	9155.6
Alexa405/Alexa647	13257.3	9158.1	13257.3	9158.1	4324.39502	114073.56250	349.56888	0.65342	0.78684	460.09579	110011.26563	3006	4	-1	1	135	135	24601.90300	1.38872	13257.3	9158.1	13257.3	9158.1
Alexa405/Alexa647	13249.2	9159.4	13249.2	9159.4	2780.19727	21542.88477	355.36462	0.45928	0.70554	474.15747	21424.48828	2218	1	-1	1	200	200	4646.08933	3.44731	13249.2	9159.4	13249.2	9159.4
Alexa405/Alexa647	13217.4	9162.5	13217.4	9162.5	2920.80591	98912.06250	358.28513	0.44301	0.69162	441.25595	98359.21094	2431	5	-1	1	214	214	21332.06778	1.63103	13217.4	9162.5	13217.4	9162.5
Alexa405/Alexa647	13256.8	9164.3	13256.8	9164.3	1741.51526	113416.00000	364.72968	0.60427	0.69436	457.45755	111514.59375	2211	6	-1	1	226	226	24460.08847	1.58738	13256.8	9164.3	13256.8	9164.3
Alexa405/Alexa647	13285.8	9161.6	13285.8	9161.6	3167.67163	222621.17188	396.91537	0.91914	0.66700	457.51053	214035.78125	3823	6	-1	1	305	305	48012.04027	1.12043	13285.8	9161.6	13285.8	9161.6
Alexa405/Alexa647	13289.5	9162.4	13289.5	9162.4	2704.59180	18897.83594	337.45447	0.15427	0.68126	434.32922	18897.47656	4481	1	-1	1	179	179	4075.63958	3.46261	13289.5	9162.4	13289.5	9162.4
Alexa405/Alexa647	13244.6	9166.6	13244.6	9166.6	2754.39404	173413.29688	350.84586	0.82039	0.85025	436.35278	163763.43750	3876	8	-1	1	89	89	37399.52550	1.17457	13244.6	9166.6	13244.6	9166.6
Alexa405/Alexa647	4330.9	9173.2	4330.9	9173.2	1186.65747	169587.34375	366.85687	0.42546	0.66403	321.27219	166276.18750	5049	17	-1	1	245	245	36574.39366	1.39843	4330.9	9173.2	4330.9	9173.2
Alexa405/Alexa647	4339.2	9174.7	4339.2	9174.7	1334.70154	40328.78125	371.36002	0.67880	0.68623	311.89682	39961.44531	5028	4	-1	1	245	245	8697.58727	2.89042	4339.2	9174.7	4339.2	9174.7
Alexa405/Alexa647	4343.9	9169.5	4343.9	9169.5	1167.50635	11285.81152	396.91434	0.49122	0.62122	314.43875	10987.64355	5026	1	-1	1	320	320	2433.97711	5.87090	4343.9	9169.5	4343.9	9169.5
Alexa405/Alexa647	4354.5	9171.0	4354.5	9171.0	1184.64551	9599.30957	363.40076	0.05757	0.62567	316.60049	9539.98242	5047	1	-1	1	255	255	2070.25430	5.83125	4354.5	9171.0	4354.5	9171.0
Alexa405/Alexa647	4335.3	9178.0	4335.3	9178.0	1216.53259	58653.69922	367.25858	0.36214	0.65494	317.61157	57767.57422	5036	6	-1	1	250	250	12649.66735	2.38698	4335.3	9178.0	4335.3	9178.0
Alexa405/Alexa647	4335.9	9180.7	4335.9	9180.7	1400.63757	19942.44336	354.56937	0.70405	0.75698	326.00580	19328.23242	5033	2	-1	1	166	166	4300.92693	3.89440	4335.9	9180.7	4335.9	9180.7
Alexa405/Alexa647	4355.9	9169.5	4355.9	9169.5	1279.74487	9897.71582	355.03064	0.27457	0.67732	315.26828	9535.61035	5067	1	-1	1	214	214	2134.61068	5.50360	4355.9	9169.5	4355.9	9169.5
Alexa405/Alexa647	13223.2	9199.8	13223.2	9199.8	2373.36255	85645.17188	352.19666	0.61302	0.75242	628.90234	81960.60938	291	4	-1	1	164	164	18470.83728	1.81487	13223.2	9199.8	13223.2	9199.8
Alexa405/Alexa647	13227.0	9200.9	13227.0	9200.9	3512.62500	363979.34375	353.85461	0.68424	0.75736	642.08502	349308.25000	296	14	-1	1	164	164	78498.33313	0.85336	13227.0	9200.9	13227.0	9200.9
Alexa405/Alexa647	13230.4	9188.1	13230.4	9188.1	1653.72766	24414.93555	364.51920	0.66086	0.70335	441.72211	24147.45313	1876	2	-1	1	221	221	5265.49590	3.76150	13230.4	9188.1	13230.4	9188.1
Alexa405/Alexa647	13263.1	9174.3	13263.1	9174.3	1432.38940	12943.97363	383.76318	1.42687	0.75664	416.09973	12744.50879	4038	1	-1	1	240	240	2791.58796	5.40913	13263.1	9174.3	13263.1	9174.3
Alexa405/Alexa647	13232.2	9174.3	13232.2	9174.3	3369.22070	23279.63281	335.57019	0.24668	0.85179	457.27982	22240.00391	3691	1	-1	1	80	80	5020.64857	3.01202	13232.2	9174.3	13232.2	9174.3
Alexa405/Alexa647	13233.6	9188.3	13233.6	9188.3	2765.14624	135327.79688	378.56662	0.87855	0.69517	800.32758	133538.21875	8	6	-1	1	257	257	29185.73997	1.68252	13233.6	9188.3	13233.6	9188.3
Alexa405/Alexa647	13243.5	9191.9	13243.5	9191.9	2362.88574	211705.23438	359.00415	0.73504	0.73765	443.22900	208412.68750	2601	10	-1	1	189	189	45657.83278	1.10417	13243.5	9191.9	13243.5	9191.9
Alexa405/Alexa647	13237.0	9193.6	13237.0	9193.6	2733.52173	96578.57031	349.07339	0.42654	0.73154	568.40198	93710.89063	762	5	-1	1	172	172	20828.81052	1.68832	13237.0	9193.6	13237.0	9193.6
Alexa405/Alexa647	13246.3	9195.4	13246.3	9195.4	2093.46973	17278.25000	366.75546	0.69582	0.70138	462.57471	17029.88477	1065	1	-1	1	227	227	3726.34834	4.19074	13246.3	9195.4	13246.3	9195.4
Alexa405/Alexa647	13253.2	9197.2	13253.2	9197.2	2611.62646	461742.87500	364.36978	0.96268	0.75351	606.19769	445471.06250	458	19	-1	1	191	191	99582.70062	0.79075	13253.2	9197.2	13253.2	9197.2
Alexa405/Alexa647	13254.3	9198.2	13254.3	9198.2	1868.51440	295597.59375	352.60321	0.81247	0.80738	472.79141	284085.96875	1509	17	-1	1	124	124	63750.64625	0.96179	13254.3	9198.2	13254.3	9198.2
Alexa405/Alexa647	13262.0	9206.8	13262.0	9206.8	2185.25952	114763.03906	362.72650	1.21805	0.83066	496.77121	108673.82813	2072	7	-1	1	120	120	24750.60035	1.64737	13262.0	9206.8	13262.0	9206.8
Alexa405/Alexa647	13264.1	9178.0	13264.1	9178.0	1089.06006	275302.37500	388.40817	1.16418	0.71041	445.55289	267766.43750	4024	13	-1	1	272	272	59373.63731	1.07952	13264.1	9178.0	13264.1	9178.0
Alexa405/Alexa647	13263.7	9190.1	13263.7	9190.1	2040.91443	298328.65625	360.11102	0.99033	0.78531	431.58054	289486.31250	3336	19	-1	1	157	157	64339.64631	0.98858	13263.7	9190.1	13263.7	9190.1
Alexa405/Alexa647	13232.0	9208.6	13232.0	9208.6	2543.27271	27420.67383	328.73383	0.02458	0.83750	735.72656	26172.67188	123	2	-1	1	84	84	5913.73446	3.37979	13232.0	9208.6	13232.0	9208.6
Alexa405/Alexa647	13232.4	9208.9	13232.4	9208.9	1699.35803	14602.64551	374.22546	1.21723	0.75563	640.13031	14163.43848	103	1	-1	1	216	216	3149.30875	5.34073	13232.4	9208.9	13232.4	9208.9
Alexa405/Alexa647	13264.2	9195.9	13264.2	9195.9	1712.98059	146515.01563	369.22845	0.98815	0.73742	480.95145	144005.18750	1767	6	-1	1	214	214	31598.45387	1.36236	13264.2	9195.9	13264.2	9195.9
Alexa405/Alexa647	13266.0	9172.2	13266.0	9172.2	2216.57227	32539.22266	335.90610	0.03168	0.73510	458.17175	32305.65430	2880	2	-1	1	147	147	7017.63653	2.73026	13266.0	9172.2	13266.0	9172.2
Alexa405/Alexa647	13279.7	9168.4	13279.7	9168.4	2581.13477	67773.42969	362.92282	0.61679	0.70205	435.82654	66683.21875	4421	3	-1	1	218	218	14616.49226	1.94985	13279.7	9168.4	13279.7	9168.4
Alexa405/Alexa647	13269.8	9182.0	13269.8	9182.0	2789.61963	22369.03906	361.50241	0.31410	0.66306	521.72284	22256.70117	1562	1	-1	1	235	235	4824.26355	3.50344	13269.8	9182.0	13269.8	9182.0
Alexa405/Alexa647	13291.2	9166.9	13291.2	9166.9	2870.38550	84995.00781	349.24274	0.37961	0.72082	454.53769	82423.29688	4483	4	-1	1	179	179	18330.61835	1.68633	13291.2	9166.9	13291.2	9166.9
Alexa405/Alexa647	13329.7	9181.9	13329.7	9181.9	1250.70105	190891.04688	400.09433	0.25743	0.59442	456.26755	182029.09375	2823	8	-1	1	334	334	41168.89941	1.32409	13329.7	9181.9	13329.7	9181.9
Alexa405/Alexa647	13265.5	9184.2	13265.5	9184.2	2690.83105	66906.92188	357.83835	0.77070	0.75083	491.76270	64911.07031	2278	3	-1	1	178	178	14429.61512	1.97527	13265.5	9184.2	13265.5	9184.2
