x [nm],y [nm],BG,I,Frame,Length,z [nm],Photons,Lateral Localization Accuracy [nm]
32692.9,33189.1,581.93188,457659.3438,5489,19,367.738,101687.9004,0.85214
32703.3,33189.3,537.36523,27996.43164,7602,2,435.919,6313.63921,3.69768
32697.6,33189.8,652.0036,170508.4844,3010,11,321.018,38283.76357,1.53696
32670.2,33206.2,556.86987,90496.39063,5072,6,307.723,20116.89376,1.97701
32672.3,33191.1,991.78192,41846.64063,500,4,342.252,9566.4161,4.32701
32670.3,33209.2,541.23712,96594.60938,6151,8,330.174,21099.49451,1.95261
32688.1,33194.9,1066.64758,375755.5938,481,11,369.986,85014.36781,1.0801
32710.8,33190,630.3501,45175.24219,7593,3,423.742,10240.39316,3.02087
32707.4,33197.3,558.5224,40007.82031,8323,3,223.201,9147.3271,2.59911
32678.6,33211.5,555.10669,160896.75,5562,10,240.44,35636.49495,1.38317
32674.6,33238.9,570.28357,12170.07422,4975,1,383.636,2675.10167,6.15878
32674.6,33213.1,584.75171,86965.98438,5664,6,267.818,19314.76247,1.93951
32676.5,33212.5,686.53906,125981.9375,1679,7,237.137,27412.7146,1.6505
32688.6,33225.3,941.32587,14246.59473,591,1,303.525,3135.14823,6.2921
32691.7,33226.1,619.78546,264298.5938,4070,15,342.034,58579.14704,1.1921
32686.4,33229.2,562.62708,84244.20313,7071,4,356.617,18719.6277,1.93691
32699.8,33236.1,613.15588,42329.42578,3905,4,239.12,9456.7806,2.98722
32711.7,33205.8,521.85358,117078.2969,9776,8,208.336,26721.22218,1.5117
32714.9,33204,529.99213,203050.9063,8428,13,287.703,45871.81825,1.18425
32712.4,33206.4,530.58386,11827.56445,8211,1,332.399,2624.4374,5.29265
32717.5,33190.1,560.01306,157974.8594,6051,10,313.842,34890.84652,1.40183
32776.4,24725.4,649.44751,29062.67578,3887,2,358.561,6472.93498,4.01827
32797.4,24720.5,670.08459,18268.03906,3890,1,370.654,4058.94392,4.81122
32851.2,25525.4,948.97937,17528.51563,380,1,133.574,4007.85865,4.04242
32868.3,25537.3,630.76434,17711.89063,4384,1,129.327,4033.46405,3.88611
32870.2,25530.8,772.23505,14263.12402,1201,1,133.811,3291.74817,4.67217
32872,25537.5,617.61005,299179.7188,5142,17,96.2284,68013.473,0.94
32874.9,25538.6,598.99152,89709.26563,5599,6,116.303,20535.17148,1.81486
32863.6,25547.5,624.19006,19434.49609,6980,2,122.665,4409.84003,3.88427
32875.6,25586.7,614.63159,17196.63672,3498,2,184.487,3801.427,4.97398
32882,25583.5,641.38538,164045.6875,3368,10,169.453,36867.8558,1.37883
32916.5,25479.4,605.30188,164155.0781,6638,9,91.5738,38176.39173,1.28921
32923.7,25476.4,660.65961,131374.5781,3774,7,54.0539,30135.52733,1.5084
32913.8,25486.4,593.29126,29209.43945,7031,2,97.3195,6708.17292,3.11994
32902.5,25489.1,1500.63782,42390.10938,11,2,116,9794.02144,3.05408
32920.7,25491.5,616.9986,36119.07031,6109,2,56.1946,8231.01698,2.54206
32926.8,25492.9,635.8443,51406.78125,4719,2,87.1293,12093.63823,2.22168
32927.3,25486.4,725.71387,41247.30469,1319,2,93.4833,9590.27342,2.6462
32909.1,25496.6,804.93463,21274.63281,1090,1,95.2377,4797.56675,3.58546
32891.1,25505.1,581.91901,52478.07031,7517,3,157.248,12228.16979,2.38208
32896.4,25525.6,680.57458,195077.0781,3525,6,214.326,43218.42334,1.16133
32889.6,25551.5,1091.67957,117838.4219,261,6,188.909,26492.53091,1.79912
32890.2,25555.8,1360.47009,9878.54492,26,1,208,2272.82479,7.7224
32897.8,25551.1,753.63971,53909.98438,1508,3,189.162,11849.45769,2.37575
32892.7,25586.3,605.54822,38011.58594,7168,2,189.763,8678.15533,2.59512
32883.8,25586.9,934.37128,71426.15625,581,3,6.38477,15909.55409,2.00551
32911.5,25552.7,915.4295,128056.6406,453,6,225.595,28376.08898,1.73746
32915.4,25515.2,731.07562,32689.04297,1501,2,206.063,7354.98521,3.1852
32912.5,25538.9,678.92084,62168.21094,2190,4,157.479,14027.13838,2.1376
32917.9,25544.6,1046.97522,15390.86621,223,1,201.378,3373.15551,5.60965
32921.4,25526.9,637.88104,29899.97266,3051,2,218.977,6582.04901,3.31011
32919.4,25544.8,621.22021,53187.35938,3088,4,148.94,11880.21888,2.42687
32913.1,25550.9,641.31097,51698.67188,5008,3,161.346,11675.23498,2.20321
32914.5,25554.1,677.06812,76635.32813,2415,4,189.844,16939.22417,2.05102
32915.3,25552.6,755.65393,8240.65234,969,1,158.6,1920.96387,7.40836
32917.6,25550.4,595.18494,70332.71094,7123,4,160.303,16209.82995,1.96923
32918.9,25553.6,643.8349,16278.12695,4775,1,160.334,3707.85026,3.8408
32923.6,25559.7,794.06934,262682.625,955,13,148.531,59102.86739,1.10489
32923.7,25521.7,670.21851,262802.375,4195,10,260.947,58484.60402,1.02786
32923.8,25551.2,980.02338,253408.3125,406,7,248.937,56650.41684,1.11425
32922.7,25565.7,612.11761,9537.05957,2729,1,103.301,2192.51979,6.45924
32914.7,25584,623.03076,39373.46484,4437,2,25.7144,8993.06285,2.66919
32918.9,25586.5,621.02338,72819.65625,4429,4,27.656,16764.31654,1.97589
32919.7,25581.6,587.07623,176835.9375,8241,10,152.685,40468.10634,1.19647
32924.5,25591.7,626.2027,45076.80078,4440,3,9.73631,10306.90537,2.60109
32905.4,25596.9,1065.46838,84304.54688,194,6,125,19159.10482,2.15654
32731.8,33166.2,535.8667,11764.66504,8101,1,350.726,2560.7573,5.38129
32723.3,33173.6,546.69971,24620.02344,7501,2,338.934,5387.59586,3.61896
32726.5,33179.5,778.25903,81492.60156,995,6,317.729,18247.012,2.50063
32722.3,33180.9,569.41516,13061.46875,7599,1,407.86,2938.0366,5.31952
32733.8,33173.8,573.55487,214617.2344,8301,11,310.258,47731.3463,1.16404
32736.5,33177.4,535.30597,6570.35059,9367,1,295.52,1502.56052,7.26285
32747.4,33128.8,515.61346,46398.11719,9620,4,441.159,10317.83615,2.7643
32754.4,33147.8,535.12085,130467.7031,9458,10,433.706,28903.45545,1.63171
32737.5,33156.8,514.19531,7110.16504,9365,1,365.428,1518.50113,7.40446
32740.9,33165.4,582.63281,303039.8438,7841,15,368.616,67510.71278,0.97367
32751.3,33151,518.3233,28272.37109,9026,2,351.342,6282.94036,3.33019
32746.7,33154.9,534.46863,12719.28516,8162,1,224.925,2938.58503,4.90222
32745.3,33166.2,532.50873,7583.19531,9362,1,362.29,1591.08413,7.48573
32743.7,33170.7,526.52026,131596.0938,9111,9,420.986,29158.77485,1.58227
32754.2,33169.8,528.90381,33665.44141,9440,3,371.878,7450.47093,3.12282
32766.6,33163.8,552.5127,54806.72656,9061,4,294.843,12470.99482,2.20326
32773.1,33172.5,553.61298,179574.2656,9711,13,398.345,39847.31562,1.31505
32780.2,33161,533.5722,43605.08594,9292,3,291.069,9985.67611,2.42907
32899.3,25613.4,740.67841,13696.04004,1898,1,69.5973,3151.38433,4.67446
32900.1,25620.6,712.47687,223417.1875,1754,12,117.664,50805.17055,1.17878
32797.4,33166.2,545.97021,8455.74512,9079,1,348.614,1855.16459,6.35555
32761.1,33183.9,526.54022,67557.17969,8732,5,305.737,15384.92726,2.06172
32739.7,33205,576.62292,108659.7344,9212,5,194.389,24450.09871,1.57205
32784,33202.3,510.18741,9466.44043,8741,1,446.123,2069.62141,7.44146
32770.7,33214,542.10486,109298.2813,9688,7,328.287,24536.65194,1.66214
32772.2,33228.1,515.23462,119876.8125,9851,6,248.464,27754.45581,1.44324
32906,25600.6,1113.72681,76133.53125,182,5,137,17220.26017,2.23284
32925.1,25599.9,748.89313,155235.7031,1445,7,75.269,36069.15665,1.33943
32913.6,25626.4,586.86029,16944.49219,7623,1,69.3314,3944.36535,4.09295
32917.6,25608.2,570.91522,8421.12012,7627,1,76.41,1888.16901,6.68625
32923.7,25600.2,590.72168,30508.91797,6278,2,119.135,7074.60885,3.1631
32925.5,25650.1,849.84106,51441.30469,678,3,194.155,11378.79142,2.69422
32927.1,25645,577.02252,13023.4375,7620,1,70.2724,2875.41334,4.42315
32774.2,33229.4,532.96918,311783.2188,9599,12,311.193,70463.73318,0.9107
32714.1,33234.4,567.5954,200624.4688,6445,14,308.314,43742.40317,1.28277
32714.3,33231.5,562.78204,63080.14844,5254,5,340.638,13885.52435,2.53071
32716.2,33238.3,502.20218,7633.94531,8932,1,243.312,1750.64339,6.53033
32672.7,33239.7,619.31549,13344.11328,3351,1,197.925,3075.07191,4.57088
31449.2,33242.4,632.37183,56274.36719,4046,4,425.859,12256.51399,3.17893
32517.9,33244.1,653.29095,14424.81641,3600,1,349.653,3270.46158,5.48039
32550.4,33253.3,552.02631,54142.32031,6671,4,394.644,12060.04472,2.68446
32553.9,33252.5,598.9455,18440.9082,4310,1,232.787,4003.58785,4.07146
32555.5,33248.6,504.98706,9504.45215,7643,1,452.724,2126.20893,7.08418
32558.6,33248.9,545.11212,79077.30469,5366,4,302.047,17328.73225,2.00104
32559.7,33244.1,613.42084,268331.8438,6564,9,255.174,59739.5029,0.96342
32567.6,33244.6,562.92987,79604.82031,4906,7,223.152,17940.36723,2.06108
32570.7,33249,538.24103,22684.94922,5137,2,186.121,5146.59009,3.59903
32569.9,33253.7,861.25537,89546.3125,725,5,206.388,19245.47945,1.99424
32505.2,33256.8,644.47668,277536.7188,3175,18,279.852,60445.536,1.15002
32504,33264.5,684.58887,31793.77734,1771,2,296.011,7033.36043,3.58848
31083.7,33287.1,958.82574,189018.1563,1221,7,-311.906,41433.84969,1.72859
32495.8,33297.5,574.53027,27533.87891,4112,2,280.341,6098.97346,3.48863
32512.2,33293.3,663.51917,210162.7344,3059,14,280.969,46268.3254,1.32805
32536.4,33258.5,556.91595,66225.75,5231,6,331.143,14697.77008,2.50846
32543.4,33261.1,534.84363,88592.32031,5451,7,373.875,19508.93185,2.18161
32540.8,33266.4,553.34686,281922.875,5371,19,330.154,62293.9235,1.1324
32543.6,33269.7,526.72845,58219.50391,7097,4,294.46,12813.22634,2.29239
32543.8,33261.1,678.85748,239161.875,2805,10,363.225,54188.97904,1.23852
32544.5,33279.5,827.92725,587681.4375,1057,21,321.037,132124.5055,0.78939
32545.1,33274.4,922.91101,49694.23047,699,2,369.259,11242.6769,3.10016
32545.4,33268.1,544.94635,12019.3418,5226,1,211.035,2767.19,5.19157
32548.3,33267.2,544.82501,124499.9922,6429,8,195.796,28422.95275,1.48078
32550.4,33280,611.68988,450790.125,5320,13,366.057,100566.1691,0.8053
32546.2,33299.8,590.8374,123265.2578,3831,8,273.823,27253.88765,1.64264
32556.4,33294.1,640.54907,18782.27344,4316,1,197.831,4321.28303,3.79622
32519.9,33300,551.7995,52320.57813,5801,3,192.013,11607.14402,2.24107
32530.2,33306.3,538.88257,12142.10938,4390,1,349.371,2603.37154,6.11266
32525.1,33306.8,562.57733,260798.3125,5190,21,285.261,57618.82907,1.17353
32538.1,33305.5,640.24109,19471.12305,2742,2,254.288,4267.67462,4.61967
32548.4,33305.8,713.01501,177919.2344,1666,11,264.872,39081.52591,1.45756
32556.9,33299.3,492.9411,28197.94531,9250,2,285.137,6481.66318,3.20468
32566.8,33256.8,573.57782,52052.71875,4812,3,225.13,11522.87046,2.44047
32559.6,33258.5,644.70306,34867.17969,2211,3,367.887,7817.80996,3.96194
32566.9,33257.1,563.51117,13401.2207,5291,1,204.434,3044.19973,4.52294
32563.2,33272.1,588.67822,133651.9063,4843,6,223.797,29604.54506,1.38786
32559.3,33299.2,967.89716,567182.25,797,16,371.746,129401.9388,0.8721
32563.1,33282.8,826.27185,93511.64844,1216,5,192.023,20486.09376,1.91472
32569,33279.8,546.32593,8105.59229,7741,1,313.651,1789.4704,6.65937
32569.4,33287.1,592.67255,16095.18555,4923,1,213.518,3689.61166,3.9077
32569.5,33288.2,1140.38818,58618.05469,360,5,300.294,13031.8537,3.42678
32572.9,33269.4,581.01086,7082.72852,4142,1,202.56,1565.2577,7.30684
32579.6,33241.2,539.08319,87468.375,6835,7,323.963,19392.70419,1.97669
32578.7,33258.7,792.81238,133925.5313,1009,8,236.799,28971.11424,1.70208
32577.8,33260.3,626.8114,31088.04492,3784,2,224.364,6968.64137,3.11213
32582.1,33252.7,625.94598,80467.90625,3471,5,238.649,17896.92886,2.06532
32582.5,33258.9,655.08514,49095.0625,2726,3,268.304,10749.91572,2.81187
32599.7,33242.2,547.13501,164706.6094,8114,9,191.982,38102.62351,1.26718
32587.7,33243.2,568.01923,153511.6094,5541,8,401.95,34541.41543,1.56077
32596.1,33243,644.01605,253612.2969,3764,9,392.744,57391.63736,1.22447
32596.2,33245.5,633.45038,116574.1875,5212,5,388.734,26141.51265,1.71737
32593.5,33249,577.8717,150669.1094,5341,9,294.509,33797.45863,1.45149
32601,33243.6,558.55969,23258.13281,4903,2,256.087,5273.23001,3.72448
32606.8,33241.7,554.77802,21961.53906,6082,2,388.565,4821.10352,4.66139
32655.4,33240.2,781.04108,217822.1719,1145,11,270.017,47828.09991,1.31755
32618.9,33240.2,564.16156,11780.3457,4901,1,243.044,2561.07153,5.40368
32659.9,33241.2,951.28943,310666.125,641,14,375.971,70111.03676,1.32845
32666.6,33242.1,561.74286,96367.64063,4774,6,261.312,21456.40992,1.83556
32623.9,33246.3,630.91809,27268.09375,3681,2,168.167,6212.22012,3.38845
32607.7,33254.1,706.53625,346727.75,2773,18,211.257,77497.33497,0.95503
32610.5,33249.5,1163.56848,397979.8125,345,11,349.084,88980.58504,1.04931
32629,33254.2,696.12372,89510.6875,1585,7,341.253,19908.58639,2.47681
32616.8,33255.6,541.70447,20863.2168,4898,2,251.98,4723.79937,4.04065
32621.3,33254.5,619.89288,519255.3438,5011,20,354.41,115719.0404,0.7778
32669.8,33256.6,882.08563,145732.9219,753,8,294.527,32477.6204,1.80003
32673.2,33255.6,898.90167,291662.9063,737,15,331.448,65071.99078,1.27142
32633.6,33258.6,579.77563,84398.4375,6650,4,133.963,19281.65759,1.72516
32607.7,33264.6,594.79639,150518.8906,4957,7,406.249,34156.55767,1.582
32623.3,33262.2,561.32959,238551.8906,5424,11,279.294,53533.93097,1.08409
32653.2,33262.8,763.11102,89557.73438,1201,6,358.811,19907.10368,2.504
32639.3,33266.3,621.27435,405886.5938,4981,15,361.765,91381.22159,0.87955
32617.1,33267.1,553.88428,164742.4531,4781,10,206.463,36757.25232,1.30454
32627.7,33268.8,587.36658,11456.83496,4023,1,159.691,2590.9848,4.90813
32633.1,33271.4,691.29956,308349.5938,3037,15,267.991,68163.67158,1.02383
32620.8,33274.9,564.04895,103840.2969,6163,8,325.454,22819.64776,1.82736
32573,33275.7,598.80859,57670.64844,4128,4,157.457,12933.44721,2.22225
32578,33277.2,606.99609,34207.19531,3513,2,128.953,7806.01989,2.73524
32598.9,33275,756.67682,152138.1875,1338,10,184.753,33515.6223,1.505
32580.5,33277.5,579.57629,35956.1875,5709,2,151.868,8196.32324,2.66409
32590.8,33275.3,575.84473,31600.64648,4219,3,147.122,7077.57764,3.10361
32631.1,33277.2,545.93073,27106.84766,7261,2,347.217,5757.38895,3.53348
32632.9,33278.1,554.77899,85237.15625,6325,6,177.423,19160.09722,1.75798
32639.5,33275,619.71161,144031.7344,3776,7,240.116,31712.13734,1.4232
32630,33279.4,869.31018,12419.14258,990,1,349.704,2799.97707,7.10787
32581.1,33282.9,563.3562,10099.09473,4940,1,198.883,2336.98572,5.33082
32594.1,33281,750.89117,316752.1875,1497,15,294.006,70033.96276,1.09698
32620.9,33282.1,789.35675,89605.53125,2325,3,338.098,20038.79871,1.94403
32624.6,33281.7,572.86676,250970.2813,4583,17,353.781,56034.09784,1.24916
32614.4,33282.5,584.98242,34285.88281,8077,2,128.254,7837.37416,2.69439
32591.4,33287.3,867.79895,280543.0313,906,14,342.287,63036.61325,1.344
32599,33287.8,668.07355,98658,2091,7,322.528,21817.73807,2.13531
32592.4,33288.8,738.20776,79405.90625,1465,6,170.552,18008.02264,2.11533
32609.4,33290.9,575.38306,186195.6719,6068,11,166.239,42761.39127,1.16537
32611.3,33291.1,544.32684,230108.5,6501,12,221.131,51365.32178,1.07853
32617.4,33292.3,665.45789,92271.42969,4318,4,334.845,20631.51734,1.91983
32626.9,33280.8,554.35626,73007.46875,5723,5,177.194,16695.54236,1.88707
32629.1,33281.1,634.47485,260788.4531,3413,13,206.849,57307.10264,1.06059
32635.9,33282.1,903.30884,279752.4688,711,13,289.319,61874.08725,1.22509
32606.8,33294.1,540.75244,82076.94531,6696,5,158.455,18648.9917,1.74722
32585.7,33295.6,771.75104,287368.125,1480,13,330.765,64922.28419,1.18342
32574.3,33298.7,566.49109,23875.16992,6581,2,281.725,5296.01531,3.75823
32587.1,33302.2,567.23676,187227.5313,7701,11,257.864,42363.87993,1.17316
32589.4,33303.4,684.16827,137427.1094,2673,6,264.848,30484.61133,1.46537
32611.4,33295,634.612,15742.7002,3411,1,157.787,3606.75215,4.38311
32608.6,33301.5,724.1994,158348.0469,1820,6,240.009,34989.18393,1.36451
32596,33306,817.76941,18526.07031,1397,1,237.589,4108.60841,4.55367
32597.4,33304.2,709.74719,28841.64063,2331,2,161.214,6700.8036,3.22547
32609.5,33306.6,578.54572,32968.70313,4198,3,326.969,7198.68308,3.72119
32610.8,33306,963.3465,280145.3438,627,12,354.902,63074.84023,1.31034
32611.5,33305.8,782.62695,153865.5156,1513,9,333.233,34111.3451,1.75534
32619.3,33306.8,598.05652,559556.1875,5837,19,311.852,123952.1011,0.68907
32620.3,33296.2,645.90424,6578.39453,5811,1,173.246,1445.73005,7.37097
32633.9,33295.5,829.48175,83994.5625,976,4,299.635,18870.24246,2.23248
32624,33297.6,685.61926,460979.0938,2703,15,279.328,102213.4673,0.79893
32625,33298.4,530.42596,15028.35059,7719,1,144.218,3432.39843,4.34263
32635.2,33303.8,636.43829,111218.0859,3478,5,276.867,24678.68046,1.63467
32636.8,33291.4,608.61273,254276.5156,3484,13,279.053,56415.06349,1.10977
32638,33300.5,678.79657,475724.0938,4270,17,281.495,104682.7467,0.76154
32643.9,33287.4,591.54663,313732.75,5732,9,405.404,70790.20584,0.99401
32662.5,33268.3,742.97113,9654.01074,1962,1,306.901,2139.94338,7.68004
32667.1,33271.6,540.26495,54068.12891,9766,3,147.876,12352.57174,2.19999
32645.2,33279.4,556.50726,13507.31934,8753,1,98.6371,3053.13475,4.64625
32645.8,33286.1,531.61011,57072.25,8218,3,132.699,12933.6713,2.10903
32648.7,33272.9,950.20093,66984.86719,661,4,248.071,14897.10704,2.60198
32657.3,33271.7,592.93341,58663.05859,3990,3,252.45,12991.01851,2.23634
32664.4,33276.5,702.10004,95968.48438,2289,7,333.4,21344.99938,2.2758
32665.2,33286.8,971.93573,47259.75,667,3,265.1,10592.48049,3.08053
32667,33278.6,562.40833,272605.6563,7323,13,379.435,60468.85499,1.09344
32669.7,33283.9,706.82166,136917.625,2297,10,364.555,30254.24527,2.02153
32670.3,33268.9,575.25537,279138.125,5050,18,379.249,62629.46765,1.21678
32645.6,33290,609.78235,142579.0938,3753,8,270.402,31718.32092,1.52605
32648.4,33289.2,599.53638,276656.4063,4202,15,346.998,61505.30342,1.12777
32647.4,33290.8,833.15576,56733.64063,1079,3,299.146,12761.34158,2.65451
32650.8,33301.9,543.13831,266093.375,6780,17,213.179,59918.20996,0.98774
32662.1,33291.1,680.52966,164709.4375,2173,10,249.15,36385.45926,1.4481
32672.9,33291.3,598.51398,102457.8594,4637,6,241.175,22539.78782,1.73748
32655.2,33294,587.54602,214736.0938,6093,16,223.822,48989.30833,1.19081
32661.5,33295.8,619.31476,282762.9688,5035,12,247.927,62533.66433,0.96668
32672.7,33303.9,551.79742,110206.5313,5987,6,327.35,24147.00401,1.71508
32660.8,33307,783.04047,17819.58203,1654,1,246.628,3937.30647,4.65188
32507.8,33307.9,550.11371,83093.69531,5921,6,292.811,18152.42181,1.97451
32466.3,33314.4,1151.86047,11003.88281,451,1,235.567,2191.59584,7.64822
32472.3,33311.6,786.28516,25480.03906,1191,2,300.669,5725.17621,4.48613
32509.5,33312,539.86652,48569.44531,7103,3,284.655,10718.41654,2.52735
32547.7,33310.8,808.94263,63236.03906,1211,4,252.953,13796.64427,2.60231
32558,33310.6,755.64917,140925,1850,6,270.62,31288.48985,1.51979
32551.6,33311.3,616.96387,14738.26563,3852,1,233.475,3252.9974,4.60913
32596.2,33312.2,751.47644,241609.8906,1361,15,333.079,54161.43095,1.41974
32598.3,33315.5,817.18085,118059.2109,1020,5,354.853,26274.93639,1.92547
32599.4,33316.5,439.72437,17878.49414,6623,1,138.087,3174.72565,3.74031
32594.3,33317.5,709.52667,52282.69531,2114,3,225.997,11391.59665,2.55627
32563.9,33318.3,649.2287,38845.29688,3943,2,214.299,8684.21591,2.62543
32559.4,33324.8,537.50085,15025.47852,7070,1,221.584,3458.21255,4.22232
32443,33333.5,920.5733,95183.53125,691,7,314.22,21333.09726,2.45842
32552.4,33335.4,748.32892,15177.4873,1413,1,365.815,3579.61012,6.02914
32583.7,33334,750.8869,36819.87891,1451,3,338.354,8273.43683,3.8865
32595.3,33331.6,729.93842,77674.92969,1525,6,323.403,17477.86429,2.53341
32611.7,33321.8,645.70197,40733.78906,2842,3,200.188,8934.85466,2.89235
32608.2,33323.2,661.44434,102989.2969,2851,6,229.179,22590.95818,1.76982
32610.9,33329.3,695.69629,226477.7031,1899,17,323.618,50770.51219,1.4332
32637.4,33324.3,684.00531,63215.09375,2438,4,224.29,14155.18223,2.40692
32647,33317.1,543.44824,85079.96875,8124,5,214.178,19150.87577,1.72764
32666.1,33308,603.32361,11669.6748,3528,1,268.419,2595.39123,5.77702
32668.3,33309.9,818.91571,48182.85156,1030,3,253.903,10636.54648,2.9199
32674.6,33310.1,534.89069,10413.7334,7765,1,157.122,2273.92145,5.35593
32660.8,33312.3,620.18951,57412.48438,4056,4,232.932,12642.93197,2.38677
32651.3,33318.9,529.71088,37159.47656,8375,3,341.43,8226.26052,2.99082
32664.5,33349.4,569.46808,81585.41406,5606,5,220.466,18668.46576,1.9095
32669.4,33323.6,566.77521,95853.71875,5701,6,171.681,21695.13138,1.64519
32673.2,33324.5,548.11127,231136.8438,7158,13,188.438,53080.81797,1.05566
32675.7,33329.2,542.94366,272428.9375,7024,17,184.092,61849.67644,0.96763
32678,33241.4,547.62677,103940.5078,5392,7,242.606,23331.7558,1.71018
32677,33254.9,670.40186,313205.3125,3360,11,369.204,70740.93941,1.05556
32677.5,33258.2,537.99982,172785.0781,6172,13,370.664,38064.15053,1.51197
32678.5,33265.4,556.03271,64013.72656,5436,4,111.553,14400.85727,2.00335
32678.7,33254.4,792.47803,118841.8984,1964,7,351.941,26606.87486,2.04541
32682.6,33248.6,595.16125,69571.77344,3522,5,329.232,15573.92063,2.47389
32685.7,33248.9,540.612,12088.69922,9009,1,313.613,2747.29556,4.78775
32687.8,33261.3,534.57623,84733.71875,7217,6,394.352,18760.47132,2.09089
32685.9,33263.4,568.27051,42825.60156,5298,3,344.584,9376.00067,3.03269
32679.4,33266.5,586.64996,96196.51563,5532,6,151.741,21861.48983,1.73776
32677.6,33266.6,747.81689,33084.15625,3203,2,168.824,7598.18935,2.95994
32682.6,33271.8,693.20856,463181.625,4101,8,404.26,105572.4472,0.79817
32685,33269.3,571.35754,41894.45703,4166,3,354.735,9280.12742,3.17795
32688.1,33269.5,677.69989,83886.01563,2861,5,215.168,18432.78048,2.01015
32689,33263.3,615.42737,342341.4063,5271,10,279.003,74906.79688,0.87427
32698.9,33268.4,559.35034,15342.24219,6925,1,202.882,3417.67663,4.09796
32702.5,33253.5,680.81781,15960.37598,1950,1,375.656,3629.62296,5.43389
32703.5,33255.8,553.37964,211224.8125,7488,11,379.678,46551.34453,1.22408
32706.4,33265.1,539.06873,43993.78125,7961,3,365.974,9606.53521,2.77769
32692.4,33269.9,613.69873,61022.21094,3354,4,203.018,13575.58054,2.26978
32690.5,33270.8,683.14899,12751.78418,1960,1,353.86,2837.88834,6.24948
32709.2,33245,576.07062,245872.0469,7341,10,288.789,54487.99123,1.03032
32722.9,33243.1,563.91278,513340.7813,8131,21,391.316,114239.4434,0.74795
32731,33240.3,558.22998,14590.95117,6442,1,319.217,3172.17893,4.86164
32733.4,33243.8,587.33417,39065.9375,7916,3,238.09,8953.99679,2.60757
32723.7,33246.7,597.41974,322083.0313,7173,11,370.925,71639.72489,0.92502
32713.4,33251.9,569.52344,153085.3281,8025,10,237.232,34190.76448,1.32582
32729.9,33259.9,530.0755,23921.22656,9187,2,290.245,5542.22994,3.48646
32739.9,33255,508.13834,64909.55469,9141,5,301.273,14745.77452,2.13737
32735.6,33268.5,513.04877,69012.90625,8583,5,207.348,15589.12684,1.94796
32769,33256.8,549.88373,72015.52344,9752,5,218.232,16286.13731,1.96825
32692.8,33272.3,558.55701,28593.86914,5824,2,232.549,6206.98977,3.25283
32679,33279.3,669.3324,188555,2238,10,239.41,41807.26025,1.33165
32681.9,33276.7,582.40802,262156.4688,6031,9,385.376,58522.72316,1.07562
32693.3,33280.1,582.38354,45512.73047,4161,3,317.699,9939.88816,2.88427
32702.1,33272.5,547.40344,119850.2891,7003,8,264.411,26548.50661,1.51568
32702.5,33273.2,518.67273,23871.9082,7359,2,359.143,5183.44935,4.01403
32687.2,33281.9,564.51617,104774.5313,5643,7,307.329,23004.17784,1.78577
32678.3,33284.3,783.6402,44024.30469,972,3,146.615,9883.62434,2.78281
32676.4,33287.8,702.37463,91815.21875,1729,7,348.155,20328.45634,2.48249
32678.9,33308.5,725.28302,5846.92383,1444,1,166.255,1254.1532,8.49466
32687.2,33285.9,662.48749,49446.75,2719,4,332.311,10960.67629,3.18053
32696.9,33285.3,575.64368,56461.89063,4935,4,389.776,12804.93158,2.7737
32687.7,33288.2,608.90149,36499.34375,4931,3,313.69,7877.23465,3.32825
32693,33296.1,576.55798,239806.8438,6766,12,286.725,53470.44062,1.09082
32691.7,33304.1,587.6416,176008.1875,4411,10,223.524,38614.84274,1.32045
32694.6,33300.4,580.69464,155618.3281,4701,10,230.742,34529.30775,1.35786
32697.2,33287,523.61694,98170.97656,9584,6,321.503,22261.80991,1.6934
32691.7,33304.4,601.34192,53999.83203,4151,4,208.625,12084.64003,2.39087
32706.6,33300.4,554.52612,126307.3828,7245,9,286.902,27977.5549,1.5299
32710.6,33296.1,541.97003,80740.42969,8485,5,189.147,18291.33494,1.93948
32712.4,33304.2,527.95453,27134.27539,8476,2,157.761,6261.28436,3.27317
32740.6,33274.9,553.50427,25400.8125,7671,2,207.275,5636.57078,3.3645
32716.1,33291.2,550.48914,70227.40625,7462,5,399.167,15483.70612,2.34955
32722.4,33288.5,514.84924,189252.5313,8787,11,129.095,43301.76516,1.19224
32723.6,33294.4,571.16864,13224.7832,7675,1,249.353,3027.28714,4.46405
32736.3,33334,574.2605,31782.97852,8409,2,167.888,7491.77875,3.11993
32764.5,33289.4,530.06268,89656.59375,9945,6,257.464,20283.45439,1.64441
32738.8,33294.3,523.59326,230153.6406,8897,17,271.811,51992.07704,1.07234
32927.6,25487.3,642.20856,293910.6563,6112,11,61.2646,68587.40332,0.92602
36398.7,24327.8,720.10974,166976.0938,2547,11,364.404,37027.4359,1.75937
36463.8,24327.8,670.01355,350684.5625,7685,16,111.55,79952.53527,0.85429
36471.9,24328.2,723.28412,95916.39844,3067,7,331.961,21111.83302,2.30989
36464.7,24329.8,712.28937,9507.87305,3411,1,359.787,2162.81082,8.11206
32929,25496.2,634.466,87597.39844,4127,4,101.45,20165.39356,1.71812
32929,25445.2,617.39032,32291.48242,5204,2,59.5621,7335.33593,2.93962
32931.2,25447.7,718.27032,31520.48438,1858,2,111.783,7257.96708,3.10426
32933.5,25475.7,1232.78247,72368.75,65,4,117,16652.84535,2.35509
