x [nm],y [nm],BG,I,Frame,Length,z [nm],Photons,Lateral Localization Accuracy [nm]
30183,3968.4,671.58954,9920.36719,1922,1,287.086,2158.72347,7.59557
30214.7,3953.5,487.88751,21304.625,9623,2,220.297,4887.20335,3.77612
30202.8,3961.8,695.59613,44893.53906,1924,4,273.127,9594.41237,3.4732
30202.6,3964.8,866.89221,72467.10156,1071,4,285.107,15822.26792,2.57691
30199.6,3967.1,507.11823,7055.04443,8786,1,177.052,1532.01581,7.20747
30210.2,3966.5,608.89722,11294.59766,5380,1,289.348,2441.11982,6.54514
30215.5,3954.1,437.01099,38236.46484,9819,4,44.314,8386.19108,3.34463
30216.1,3968.5,449.59613,17521.26953,9843,2,105.418,3710.22639,4.91629
30212.9,3978.9,435.15735,43067.97266,9932,4,80.4641,9317.02248,2.93149
30146.3,3980.8,466.91644,15050.17676,6779,2,106.147,3400.12062,4.73647
30142.5,3999.8,552.22571,16320.71484,5172,2,108.874,3638.84062,4.5028
30134,4013.6,526.93213,35360.09375,6015,3,156.003,8176.51221,3.01098
30152.6,4005.7,527.8623,16272.88379,6231,2,90.0394,3764.24929,4.40948
30157.3,3999.9,608.58185,133780.3594,5147,14,72.336,30260.47266,1.61055
30159.1,4007.9,573.19104,71318.02344,5162,9,72.6586,16342.98242,2.34794
30082.8,4030.7,729.00793,21836.44531,2130,2,390.316,4950.14484,5.92457
30209.6,3983.8,453.99997,25775.36914,9825,3,115.59,5545.58121,3.90605
30210,3983.3,447.05276,85311.84375,9829,9,89.7741,18655.3404,2.13468
30196.4,4006.8,707.33252,51753.82422,1985,6,122.369,11580.46534,3.11786
30197.4,4013,794.22937,29512.94531,987,2,272.689,6547.08442,4.15613
30169.5,4028.3,500.16074,29164.125,6552,3,326.785,6438.07612,3.88831
30179.8,4027.4,661.01184,303284.375,3517,14,85.0772,68587.66616,0.93333
30216.6,3963.9,650.51685,45094.64453,1917,4,322.984,9902.89453,3.55138
30218.4,3973.8,486.12134,23723.88672,9938,3,79.4641,5075.51097,4.10955
30229.3,3982,551.65863,10376.94824,2708,1,360.323,2370.9577,7.22619
30240.8,3980.3,782.39325,19028.29102,980,2,159.655,4063.54707,5.33538
30250.3,3959.1,493.76682,162152.5938,8852,13,334.882,36548.13958,1.44957
30219.8,3986.8,463.10968,9753.16113,9942,1,91.4641,2105.0603,6.34686
30246.4,3986.9,536.02991,9380.25195,7185,1,22.314,2174.35975,5.89356
30254.7,3977.4,575.4444,26658.66797,4722,3,73.1938,6041.92659,3.89689
30300,3978.2,527.74078,9769.07324,4310,1,373.787,2238.65632,7.47961
30286.8,3982.7,572.2074,10402.74121,4266,1,405.465,2314.80825,7.7789
30261.3,3989.2,500.06824,75848.78906,7966,6,196.073,17079.03198,2.13945
30247.8,3992,494.66483,191884.3125,6668,14,142.547,43994.93238,1.2147
30231,4000.1,571.64032,9004.58887,2706,1,262.325,1973.51312,6.97294
30252.6,3997.9,465.92841,8758.50586,6664,1,394.417,1900.87019,7.41279
30284.3,3990.2,494.06961,43847.52344,8256,4,215.328,10116.98615,2.87333
30263.3,3990.7,572.63562,16515.2207,4971,2,29.55,3786.68708,5.13436
30268.2,3996.2,820.56274,7881.93213,924,1,23.3766,1796.19988,6.90666
30247.5,4003.1,538.07349,30719.65039,7307,4,86.1207,6918.3164,3.42659
30226.3,4046,517.54181,59874.35547,6161,5,238.407,13339.5111,2.47332
30250.9,4009.1,493.17566,35133.28906,8261,3,205.543,7727.77152,3.22117
30253.5,4011.5,635.15808,28541.93359,2729,2,315.301,6408.86756,3.90264
30231.5,4042.7,534.72705,167581.75,7187,14,23.3788,37384.63436,1.47768
30279.4,4009.9,565.33612,23397.79297,2642,3,98.2464,5323.29761,4.086
30255,4010.5,590.56708,51444.29297,4748,4,101.753,11713.87981,2.44918
30270.1,4049.4,555.39587,36783.03906,6066,4,99.192,8352.35073,3.31062
30276,4014.2,522.47601,5563.09961,6167,1,127.547,1252.33246,7.22851
30281.6,4018.3,476.53189,55382.8125,6823,7,104.574,12445.33466,2.58078
30286.4,4045.5,469.73657,58462.51563,6811,6,113.184,13328.61487,2.38838
30287.5,3992.7,594.40228,16201.83984,4262,2,288.436,3631.46497,5.31255
30289.1,4031.1,466.21094,30350.90625,6818,4,102.411,6885.17782,3.21921
30282.5,4049.4,472.38705,8335.32422,8970,1,175.941,1937.59677,6.96913
30297.7,3994,564.66498,9010.72461,4268,1,296.48,1858.09104,7.61619
30326.1,3998.5,494.27451,8836.1377,7895,1,105.677,1990.761,6.00391
30316.1,3999.9,555.9115,26480.19531,4591,2,370.839,5909.44471,4.26482
30322.6,4004.4,580.2713,202272.2656,2691,14,238.197,45255.12521,1.34882
30326.2,4009.4,590.34344,84226.89063,4754,7,154.882,19383.61416,2.01755
30341,4013.9,851.06537,6265.36572,1974,1,124.145,1411.43405,8.30421
30359.5,4003.7,770.86511,7016.37207,1976,1,82.1859,1518.2505,7.51247
30374,4008.4,426.64346,10391.47949,9979,1,-35.5359,2353.69507,6.40052
30382.1,3998.8,468.44507,40355.6875,9962,4,43.4641,8752.69018,3.26478
30337.3,4020.5,715.07513,6740.12109,1981,1,77.2878,1556.30573,8.30856
30305.3,4023.3,573.39868,146565.5156,4298,11,334.699,32587.56676,1.74696
30306.2,4049.2,561.57538,94398.5,5982,9,44.2333,21561.66889,2.06566
30310.7,4037.1,523.07587,7822.10352,8817,1,114.381,1778.3349,7.01956
30312.5,4045.5,503.36069,14845.96582,8267,2,200.8,3350.96624,4.84508
30332.2,4020.9,477.14597,24337.70313,7891,2,81.5987,5579.57824,3.40042
30321.3,4040.2,655.48779,53806.02344,5061,5,58.486,12186.89904,2.55108
30320.5,4046.9,505.8085,84730.72656,6831,6,132.833,19266.3705,1.75044
30327.6,4042.1,533.6861,101013.6875,8819,10,112.467,22889.32,1.88982
30329.3,4030.2,568.20447,15804.77832,5089,2,42.0883,3609.16829,4.92114
30381.9,4040.5,570.53076,79134.39063,5235,6,64.2289,17836.30453,1.89442
30344.6,4041.2,738.53387,7326.65283,1979,1,150.247,1662.80373,8.57223
30365.8,4045.4,458.50009,134406.8125,8311,10,63.6864,30189.16775,1.55315
21085.1,5963.5,556.88318,97445.75781,8269,5,262.886,22181.4453,1.6324
21077.3,5986.2,1284.88342,9961.91504,722,1,112.374,2269.74711,8.08824
21079.3,5986.6,533.59924,6266.01904,7342,1,244.809,1366.42715,7.41736
21080.7,5986.2,714.78271,298227.8438,3321,8,379.994,67994.04949,1.06439
21083.1,5994,535.33881,16118.14063,7276,1,341.511,3557.05143,4.64653
21085.2,5928.1,551.8103,61968.94531,9190,3,297.377,13924.11021,2.03252
21087.5,5955.9,548.89246,29419.37891,8605,2,233.292,6662.69499,2.99338
21079.1,5996,623.61066,31259.46484,4449,2,133.802,7082.18668,2.93085
21077.3,6045,694.29517,48279.33984,3612,2,322.026,10643.63654,2.64597
21079.2,6046.5,711.00323,50367.77344,2811,2,345.219,11256.95642,2.65768
21081.4,6013.4,729.3576,135191.9063,3845,6,303.258,29900.62216,1.56906
21079.2,6051.3,507.79126,42105.23828,7300,2,-5.01692,9474.35325,2.69739
21080,6046,558.25043,132285.0625,8653,5,10.3496,29475.87611,1.45408
21081.4,6060.9,788.37659,7521.58496,2540,1,152.268,1671.98495,8.05558
21080.2,6065.3,641.76715,93532.28125,4631,4,131.131,21471.97669,1.64153
21080.6,6077.4,664.14764,64577.63672,4200,3,-17.0166,14415.21261,2.0821
21081.6,6006.7,713.60449,92390.375,4193,4,316.932,20449.99481,1.89725
21081.9,6002.6,656.90326,272275.2813,4522,9,349.335,61401.31822,1.08205
21083.2,6042.4,565.91913,104221.3203,7173,5,281.925,23220.09252,1.51006
21083.6,6004.5,815.43726,68303.27344,3365,4,134.359,15482.15096,1.92204
21083.5,6048.6,530.64807,27992.63672,6307,2,330.839,6098.16892,3.38128
21088.3,6011,555.48547,94538.875,7710,4,252.041,21738.2968,1.61298
21085.6,6051.9,934.3006,301546.4063,2077,10,115.243,69475.15609,0.99595
21087.1,6014.3,512.00549,18183.72656,8131,2,63.3157,4310.30718,4.36391
21091.5,6052.2,1054.97095,25575.72656,1263,1,7.68958,5796.51144,3.42946
21084,6064.7,588.87408,144739.875,5711,6,112.914,32906.25182,1.25861
21083.4,6071.8,545.30444,99590.9375,6896,5,122.941,22489.25603,1.56679
21087,6076,645.55164,34320.41797,4753,2,11.8607,7743.19929,2.77537
21091.6,6013.1,564.26233,92084.75781,7902,4,160.815,20895.15003,1.52884
21077.7,6091.1,453.25864,12066.53418,9491,1,223.224,2711.4207,4.60015
21081.7,6094.3,1449.26526,48401.15234,694,3,294.235,10627.10094,3.80075
21080.4,6095.7,807.88,20737,2551,2,53.4814,4680.89048,4.47482
21086.2,6123.5,516.90216,66946.33594,9527,3,185.88,15395.45956,1.89257
21086.6,6097,1935.79724,77275.77344,251,3,-88.2307,17472.21146,2.62007
21089.3,6142.2,571.59509,15083.1709,5821,1,299.479,3195.75908,4.74106
21091.7,5985.1,626.44867,133848.625,5663,6,199.795,30164.58846,1.39094
21091.8,5938.2,480.4751,12490.12207,9300,1,262.437,2827.79095,4.92547
21096.8,5962.5,567.37537,19316.61523,8250,1,262.071,4456.56816,3.48552
21102.7,5954.7,496.3205,75032.95313,9785,4,243.75,17136.4887,1.78699
21183.2,5958.4,656.0058,138393.7813,5183,6,372.11,30902.73909,1.59963
21092.6,5965.3,537.24854,34831.41016,8424,2,350.531,7660.3065,3.02323
21133.4,5973.6,489.07635,18463.08984,9887,1,264.464,4195.22104,3.50677
21148.4,5967.8,714.58331,173151.1094,4854,7,336.033,38186.67298,1.37492
21185.5,5962,552.80725,46309.49219,6971,2,378.374,10194.72568,2.51441
21186.7,5948.8,581.74115,11893.05957,4537,1,316.445,2708.72824,5.56659
21208,5936.2,856.82819,17743.01367,2292,1,341.458,3882.42049,5.2037
21210.4,5940.7,579.112,16625.08008,5468,1,324.248,3604.0681,4.67672
21219.3,5945,543.52032,298010.3438,9429,12,304.372,68017.0652,0.88181
21188.3,5953.7,907.45105,18397.42969,1932,2,295.29,4091.43087,5.88942
21189.9,5958.2,851.24756,22903.33594,2610,1,383.626,5178.5998,4.48003
21209.7,5956.9,586.11218,153216.2969,7540,4,438.7,34216.90062,1.35437
21213,5958.8,547.25269,66771.46875,7573,3,343.349,14503.69336,2.10329
21219.3,5959.7,661.15833,45386.91797,5313,2,353.907,10052.66768,2.6861
21215.5,5962.3,547.40198,16543.92969,7911,1,349.992,3598.30069,4.26939
21222.5,5954.9,544.21606,47334.875,8874,2,384.825,10354.36559,2.40896
21206.2,5962.3,974.38696,28214.91406,1407,2,340.73,6212.12155,4.82815
21194.1,5970.9,802.50073,78516.42188,2788,3,372.242,17676.24255,2.21951
21205.6,5971.3,747.18036,86800.75,3214,4,327.813,19203.42101,2.05696
21219.7,5978.5,768.67053,25181.53125,3544,1,345.915,5765.17023,3.62332
21102.1,5979.5,587.11169,13405.20801,6074,1,163.379,2942.10457,4.58089
21197,5981.4,614.54028,136878.5313,6531,6,378.104,30182.51914,1.52418
21205.6,5979.2,711.73352,16066.32617,3541,1,266.822,3531.75458,4.64091
21208.5,5983.8,777.08167,87564.57031,3637,4,331.802,19437.42139,2.06844
21484.6,4382.3,1224.74304,55246.57031,767,3,188.597,12256.65805,2.89417
21468.2,4383.1,1083.05054,47544.01563,1156,2,130.173,10932.08441,2.48846
21587.8,4901.9,859.42224,17354.21484,1392,1,274.518,3473.97857,5.39088
21805.2,5106.7,729.38324,32066.92578,4305,2,274.75,7350.42672,3.31654
21849,5097.7,643.60327,62011.19531,4310,4,296.787,13705.63953,2.39243
21846.7,5101.9,986.27765,37354.56641,1589,2,306.31,8359.60254,3.50927
21850.3,5107.9,702.21021,16857.64258,4302,1,281.728,3704.88021,4.43774
21237,5979.8,577.30225,35203.84375,8177,2,321.22,7520.66043,2.80868
21878,5701.9,3374.0647,26134.00977,1,1,287,4260.84741,7.90676
21257.7,5947.2,554.15198,73419.77344,8585,4,341.434,16454.84788,1.92347
21219.8,5984.9,849.58807,32697.83594,1825,2,319.11,7192.95443,3.99727
21092.9,5985,653.45081,41422.46094,6080,2,198.518,9492.1146,2.41992
21092.6,6006.9,883.01862,9522.34863,2353,1,291.641,2053.76104,8.25371
21094.2,5990.2,623.26202,29514.82813,6183,1,272.92,6427.64702,2.94533
21097.2,6009.5,544.55389,62212.46094,8286,3,153.615,14153.69784,1.87254
21099.3,6011.5,1010.85602,16469.03906,1063,1,348.067,3822.06321,6.34708
21101.4,6009.2,874.66327,100411.6719,2427,4,146.076,23458.17373,1.6317
21106.9,6016.9,563.99146,83806.19531,6223,4,346.853,18542.39829,1.95079
21107.7,5993.7,564.17963,32358.42578,6789,2,284.471,7130.08076,3.02829
21113.7,5991.9,623.63745,122191.7109,6036,5,320.492,27102.89211,1.53842
21121.3,5992,894.97284,39253.90234,2381,2,313.184,8807.04501,3.36732
21142,5997.5,632.31873,117148.2188,5501,5,324.018,25892.21002,1.59006
21198.7,5988.4,708.13586,92599.21875,3476,5,325.805,20652.17083,2.09501
21201.9,5988.1,1393.91528,235355.7813,583,8,383.413,52096.58118,1.68029
21158.6,5989.3,617.75305,26686.28516,6085,2,305.635,5806.48141,3.67215
21170.4,5989.4,760.58691,132326.8906,2570,8,342.85,29857.02709,1.96985
21183.2,5996.2,637.61523,62837.39844,5081,3,336.916,13987.31243,2.30127
21186.5,5993.6,617.409,107251.4375,4714,5,325.022,23923.70611,1.72685
21197.5,5997.7,583.84882,148054.5625,8202,7,309.013,32739.06609,1.33513
21111.7,5998.9,845.43872,11716.64551,1896,1,206.557,2669.71778,5.58187
21144.8,5999.1,551.86035,37878.77344,6156,2,287.291,8273.30962,2.7768
21130.4,6000.2,622.44873,25476.58594,5220,2,337.906,5554.27023,4.31046
21118.7,6005.1,625.12256,17344.70898,4712,1,317.979,3852.54176,4.6394
21123,6012,1181.71326,66364.11719,1012,3,295.814,14783.51456,2.69795
21139.1,6002.9,662.32916,62583.43359,5511,3,303.251,13815.26071,2.21057
21155.7,6001.8,1722.58301,114606.1484,361,6,320.308,25692.83767,2.54233
21175.5,5999.4,506.21689,101662.9453,9746,5,290.956,23417.5205,1.56415
21158.4,6008.4,563.52521,292437.6875,8078,10,238.274,66237.23284,0.88306
21906.9,5691.5,1232.21594,61460.31641,824,3,331.88,13938.61634,2.91389
23724.7,4207.3,807.198,10269.09082,2961,1,419.068,2263.91294,8.90507
21915.2,5711,1990.45239,60097.57422,246,2,359.699,11475.7548,4.15747
21095.1,6020.5,624.70294,218108.75,5455,10,160.961,49683.3618,1.04628
21108.8,6020.6,565.96448,23686.77539,8523,2,179.776,5336.75995,3.48169
21110.5,6020.8,571.39514,119451.6875,7110,4,397.882,26457.84896,1.55963
21092.1,6021.9,649.29218,60744.32031,5418,3,307.165,13310.16944,2.26786
21103,6022.8,829.67871,45993.49219,2794,2,292.236,10207.21751,2.78402
21106,6024.4,625.13861,13162.53516,3881,1,113.375,2962.04535,4.96994
21110.6,6021.3,579.41113,43898.22266,5974,2,357.047,9706.42694,2.72519
21131.4,6022.1,1048.42517,170534.2969,1448,4,316.312,38781.76226,1.44443
21093.8,6025.2,767.09247,48778.05859,2644,3,101.285,11188.1856,2.37575
21208.1,6022.2,550.91052,24582.23633,9821,1,244.406,5577.08291,2.75503
21209,6023.2,553.86389,42918.80469,9339,2,208.231,9778.42181,2.25394
24072.7,4073.5,625.85614,136197.2813,4731,6,246.387,30030.7199,1.44914
25394.7,4371.6,904.4306,15760.62305,1515,1,408.261,3403.55002,6.71052
25610.1,4333,1223.51892,122200.9375,693,3,-318.77,27116.86834,2.06383
26289.1,4125.3,555.93469,32478.26367,5196,2,40.39,7463.03606,3.14713
25617.8,4342.9,1148.02795,24977.74219,726,1,-304.607,5588.25336,4.97242
25178.7,6000.2,1427.10693,28534.5,531,1,-257.315,4878.99579,5.40806
21165.7,6026.2,814.08099,14375.16406,1999,1,293.654,3128.53732,5.75994
21091.7,6059,904.39673,71820.875,1805,3,172.703,16293.73957,2.19636
21092.4,6090,717.98029,84370.0625,4598,3,362.89,18651.12816,2.00566
21092.6,6045,961.25787,179592.5,1524,7,129.389,40811.75822,1.26597
21093.7,6051.4,523.41028,57371.99219,6949,2,16.6601,12964.55718,2.05128
21093.9,6087.8,772.89819,101911.1797,3258,4,91.7688,23297.92472,1.58387
21096.3,6048.6,480.84979,16592.25781,6377,1,-18.8909,3616.76381,4.22783
21097.2,6046.7,1374.34973,21305.75977,680,1,309.165,4775.4255,5.24762
21097.7,6050.2,726.30304,177051.7031,3088,8,219.94,39913.38049,1.31904
21094.5,6069.7,656.87378,47093.83594,5199,2,-79.5455,10399.79972,2.60213
21096.1,6071,817.81952,98112.04688,2651,4,-4.57903,22264.13001,1.59649
21097.9,6051.3,804.36035,683964.8125,3225,16,356.802,155359.1472,0.68319
21093.2,6091,656.73926,27109.03516,4481,2,21.0358,6137.41863,3.3075
21095,6128.5,563.53741,57688.69531,6867,3,216.001,13180.93015,2.06323
21092.4,6132,659.3786,66266.82813,4181,3,218.845,14556.80979,2.08955
21097.3,6134.9,594.96265,10160.93359,5811,1,220.246,2269.7469,5.47839
21098.1,6055.2,751.04376,28161.90625,3899,1,14.9336,6467.73286,2.96656
21099.3,6029.7,837.62994,290670.6563,2581,7,359.063,65785.95639,1.04817
21106.6,6031.6,878.15936,130126.6875,2215,4,364.964,29594.69515,1.73839
21100.5,6035.2,575.31677,152544.5313,7937,7,302.503,34341.43483,1.28225
21104.6,6032.3,1384.72644,379341.4688,683,9,370.18,84355.28272,1.13651
21108.6,6029.8,1059.3739,134213.4688,1247,6,302.463,29824.50182,1.83519
21118.8,6028.1,542.71436,24227.2832,6153,2,103.221,5531.32317,3.59203
21124,6028.3,502.69089,125543.375,9113,6,264.072,28699.91972,1.27913
21122.2,6028.8,523.84583,113375.2734,9086,5,259.915,26036.36488,1.35743
21118.3,6036.8,1031.56824,568785.3125,1635,20,250.241,128958.2983,0.80767
21122.1,6030.8,1233.42957,208880.3438,847,5,219.994,47210.91488,1.22861
21141.4,6034,504.96802,67746.35938,9382,3,-28.7903,15420.05739,2.25503
21150.5,6035.6,651.90881,183529.4063,5396,8,281.692,40751.6242,1.25186
21158.3,6035,794.97772,54780.55859,3052,2,287.976,12134.65708,2.37978
21152.5,6036.8,605.71948,14642.01367,5900,1,219.321,3374.30482,4.04008
21122.6,6036.9,1243.45154,29708.19727,631,1,369.922,6803.63084,4.11659
21160.5,6037.4,649.3244,288922.4063,5298,8,296.584,64089.93762,0.9246
21098.8,6037.6,807.6391,14156.02246,2747,1,126.283,3231.00947,4.51688
21105.7,6041.8,1197.67932,362662.5313,996,15,323.734,82167.833,1.23013
21107.2,6049.1,1323.99902,896438.875,758,20,354.552,202262.9185,0.71557
21109.4,6050.4,589.76111,57006.94141,7121,2,54.2383,13217.12598,1.98843
21118.2,6047.9,515.95172,71002.46094,7719,4,318.218,15678.58315,1.96418
21124.9,6040.2,583.34637,9517.34082,6528,1,125.006,2186.98722,6.43998
21151.8,6037.6,739.34827,27975.625,3681,2,246.167,6014.93662,3.67995
21157.7,6037.9,675.21521,32883.93359,3876,2,260.22,7127.66546,3.38142
21162.2,6040.2,685.46887,170434.9375,4368,5,311.21,37780.49788,1.278
21164,6043,707.8075,38223.73828,4052,1,291.902,8429.73643,2.5941
21167.4,6032.2,572.23712,12269.7002,5706,1,299.798,2702.53476,5.80576
21194.7,6030.5,566.15948,50069.02344,8691,2,237.979,11494.66694,2.08225
21175.2,6034.6,680.1355,44065.22656,4460,2,130.882,10242.43526,2.51341
21208,6047.3,530.00671,21011.83203,9060,1,248.8,4765.29547,3.21092
21208.2,6035.2,537.69623,76223.48438,9933,3,279.464,17113.54881,1.83226
21165.8,6052.5,537.08984,78455.71094,9809,2,5.85395,17697.64244,1.90477
21099.1,6062.7,883.19196,53137.40234,2166,2,-49.986,12268.49025,2.22605
21100.4,6064.4,509.25967,6076.5083,7642,1,162.705,1303.36761,7.51491
21100.5,6097.3,525.26727,172666.2188,9601,7,213.285,39161.73718,1.11503
21104.4,6097.7,620.63885,76520.92188,6005,3,326.77,16877.52318,1.93196
21099.5,6103.2,979.91364,45933.04688,1444,2,174.255,9858.65668,2.70298
21102.7,6127.2,923.41052,43678.26172,2178,2,235.247,9530.40645,2.86034
21105.5,6083.7,723.96295,19818.29688,2210,1,-71.1326,4360.22356,4.19274
21106.1,6076.7,585.48132,64368.90625,6044,3,63.679,14537.48232,1.94805
21107,6066.9,675.28302,152883.4844,4662,5,-57.6422,33719.21195,1.33644
21110.6,6066.7,549.40503,56456.49609,6186,4,74.9901,12818.7705,2.24134
21112,6069.4,660.49976,71248.79688,4437,3,-55.2856,15575.5752,2.02105
21118.6,6064.1,634.06348,41567.5625,5077,2,-73.1698,9118.64423,2.61507
21168.5,6055.1,700.39832,101278.2266,4037,4,375.793,22683.90898,1.93235
21185.1,6059,515.22595,144964.5313,7725,6,303.336,32331.94071,1.27818
21153.6,6062.5,547.5282,119220.9688,9206,5,323.113,27434.84911,1.34826
21143.9,6063.7,487.99738,130438.4609,8339,5,-69.1131,29238.84123,1.51881
21160,6064.9,654.48218,84381.5,4121,4,281.406,18304.09299,1.87923
21144.1,6069.5,493.3403,83152.35938,8332,4,-71.4132,18584.87795,1.96727
21159.4,6067.6,645.1803,183693.2031,6693,7,289.358,40943.28814,1.14521
21161.8,6071,759.77252,53537.92578,3808,2,287.109,11639.61876,2.38264
21116.4,6073.5,980.36096,89944.90625,1673,4,-47.9854,20641.94349,1.80805
21108.6,6074.8,1501.02283,72197.375,509,3,396.378,15954.1921,3.3931
21113.3,6076,605.17505,54739.24609,6261,2,41.7389,12519.05823,2.05619
21107.1,6082.1,638.05249,45973.375,6521,2,90.7792,10441.17072,2.30358
21109.3,6085.3,564.66211,11323.82617,7380,1,288.555,2493.72256,5.63585
21113,6077.4,537.0965,17234.62305,8310,1,3.64352,3690.35891,4.14579
21114.4,6077.6,631.70776,310589.5,6620,11,-48.01,68671.7089,0.93017
21118.6,6080.1,764.06061,141939.875,3554,5,-55.7744,31280.52028,1.43328
21126.5,6081.6,801.10449,39438.21094,2771,2,-55.7409,9064.58258,2.86991
21207,6082.1,503.41949,11093.5127,9452,1,150.43,2535.11862,5.34192
21164.7,6083.1,846.55261,26953.32031,2534,2,299.152,5886.60549,4.41114
21224.6,6092.1,512.7583,61753.92188,9957,2,105.464,13539.89271,2.01429
21162.5,6110.6,956.50433,30546.7832,1392,2,140.518,6949.44532,3.37298
21109.9,6168.2,902.90778,13939.22754,1901,1,283.658,3111.41896,5.69023
24304.2,6287.4,800.07898,86857.88281,2941,2,-266.912,19491.86889,2.14905
25346.5,6888.4,738.06525,14503.7168,4160,1,-120.309,2711.85541,6.42186
26274,7567,849.76935,16128.72852,1679,1,333.137,1799.30115,8.9788
26311.1,7557.9,831.92053,50905.75,1675,2,363.055,4940.63864,5.49779
26330.1,7572.9,612.25134,29724.40625,7291,2,503.806,6835.868,4.34843
26448.7,7426.2,589.93433,9072.29785,9183,1,442.073,2036.69702,6.9047
26457.8,7541.5,594.08777,19063.85547,8405,2,464.717,4222.64444,5.49539
26459.5,7441.6,546.31006,22170.60352,9180,2,543.945,4907.10579,5.24413
26460.4,7537.1,593.35559,21798.21094,7707,2,495.982,4816.89801,5.30048
26461.2,7546.4,655.0022,8887.92188,6130,1,338.684,1871.38173,7.88079
26470.4,7544.2,604.93335,21705.66211,7935,2,465.463,4791.09211,4.94607
26472.9,7538.3,599.86584,51177.46875,7701,5,441.864,11289.7041,3.22894
26380.1,7569.9,1196.69031,21650.33984,712,1,377.324,2213.00879,10.0485
26374.2,7574.2,616.00537,8761.8125,7552,1,419.936,2008.64409,7.86898
26381.6,7573.5,617.9361,78111.17969,7575,5,452.388,17524.72974,2.34853
26383.4,7555.7,591.05548,59619.95313,7299,4,528.963,13411.7646,3.18625
26379.8,7577.9,686.48535,31039.91992,2308,1,333.768,3035.86454,5.62508
26444.3,7561.7,551.55597,21234.08203,8474,2,437.675,4668.50016,4.73494
26483,7564.7,565.40363,122345.7266,9953,10,537.464,27583.84974,2.0207
26483.6,7573.6,561.47089,8997.51953,9862,1,493.464,1948.97973,7.65924
26365.7,7579.5,607.76758,58188.53906,7563,4,464.152,13178.09025,2.77428
26388.8,7581.2,759.05994,27738.09375,2303,1,422.671,3360.92525,6.6218
26444,7581.5,537.4046,16240.83887,8467,1,506.375,3654.74521,5.40484
26364.9,7582.9,611.1134,26399.06055,7569,2,462.27,5952.11856,4.28125
25619.1,7589.9,600.7254,12477.61133,7861,1,462.009,2884.2896,6.23895
26416.9,7585.5,561.57123,12423.00684,9382,1,589.21,2855.30619,7.2069
26395.6,7602.6,587.6731,26912.11133,7625,2,510.371,6013.72939,4.57356
26474,7590.9,586.32233,273182.5313,9261,12,584.643,60939.40669,1.30058
26479.9,7597.2,577.5705,93751.9375,9101,7,585.558,20884.7104,2.60135
23044.7,7605.2,1172.3916,107543.5,865,4,-374.916,24151.57009,2.60927
23042.2,7607.7,1145.93677,38186.84375,1105,1,-372.55,8568.31849,3.98276
26409.1,7606.3,1866.86914,16392.39648,358,1,374.266,2581.37624,11.34408
23051.4,7619.4,1124.745,205046.8594,1097,6,-383.663,45838.39324,1.78908
23285,7628.8,1105.22192,28024.23242,1175,1,320.442,6315.68847,3.93254
23290.3,7641.9,1107.95837,80397.36719,1177,3,265.471,17795.87202,2.18486
23229.4,7647.9,677.51154,33928.39063,4892,3,256.851,7500.98335,3.42747
23262.5,7648.3,1134.19263,47528.51563,1181,2,233.527,10338.16613,2.77042
26384.3,7622.1,1658.59631,36645.59766,95,1,368,3848.43861,7.23821
26412.8,7632,556.14465,34541.28125,9597,3,602.101,7754.94051,4.27314
26429.3,7617.3,1814.39587,9809.09082,355,1,359.224,2259.33739,11.84264
26437.4,7623.5,633.28986,313166.9063,7981,12,523.368,71176.70132,1.18949
26467.5,7622.2,730.5448,17826.86328,5633,2,367.096,3923.23462,5.60252
26449.3,7641.4,862.21948,150109.4688,2621,9,405.839,33172.66122,2.07711
26474.4,7611.7,745.14886,92697.79688,5628,4,460.979,20754.08865,2.31063
26491.9,7543.5,820.17468,10316.88672,3441,1,377.718,2444.52205,7.65295
26489.3,7615.8,605.5307,574947.9375,9540,21,539.479,130352.2889,0.79175
26490.4,7612.9,605.46838,360785.5625,8288,14,530.7,81704.924,1.07103
26492.5,7619,627.74872,181102.3281,6818,13,491.411,39891.28473,1.8359
30082,4116.2,722.01727,27879.53906,1221,3,118.094,6247.43702,4.19024
30104.9,4069.7,656.95703,19520.69141,3619,2,263.243,4437.80597,4.86701
30132.4,4060,483.31723,220136.375,6783,18,93.2764,50599.97688,1.24585
30145.3,4126.5,782.77441,93355.375,1225,6,223.151,20745.70796,2.10427
30176.8,4097.9,575.51147,7826.21338,5109,1,135.519,1722.24916,7.151
30184.2,4051.3,545.57983,22738.69922,7230,2,321.607,5092.11185,4.14943
30208.8,4059.3,828.3053,19187.62891,937,2,271.441,4321.97173,5.77719
30227.3,4076,512.29688,13747.19336,7148,2,140.114,3047.69126,4.71419
30280.9,4059.1,544.49451,14528.27344,6087,2,113.682,3213.4998,5.05803
30295.8,4050.9,514.4964,7315.59082,7162,1,84.568,1628.63473,7.33249
30301.5,4057.3,520.23505,8477.12402,6360,1,105.558,1833.03892,6.56326
30282.2,4061.1,498.40726,31186.45313,7171,3,76.8599,7034.21172,3.04164
30278.1,4061.1,502.47824,24676.13281,6351,3,34.2658,5739.78134,3.98298
30276.5,4061.3,569.02319,220593.7813,6036,18,105.492,50153.10475,1.25817
30273.8,4071.6,521.04095,81099.07813,6616,6,193.86,18522.10537,1.99574
