Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
Alexa405/Alexa647	3410.7	2253.8	3410.7	2253.8	2240.39941	47103.36328	388.58771	0.67391	1.50482	275.09583	45873.93750	5291	3	-1	1	-199	-189.232	10158.64105	2.51712	3410.7	2253.8	3410.7	2253.8
Alexa405/Alexa647	6598.7	3405.5	6598.7	3405.5	1167.43762	8799.36230	350.48450	0.75809	0.81648	329.54004	8101.49902	857	1	-1	1	114	115.846	1897.73207	5.96275	6598.7	3405.5	6598.7	3405.5
Alexa405/Alexa647	6555.3	3407.2	6555.3	3407.2	1416.77124	7894.73779	301.35544	1.12112	0.94151	327.31912	7804.02197	890	1	-1	1	39	41.0181	1702.63442	5.18596	6555.3	3407.2	6555.3	3407.2
Alexa405/Alexa647	7821.2	4036.1	7821.2	4036.1	1290.15308	26512.60547	336.01395	0.06659	1.16257	316.98776	25174.91797	1100	3	-1	1	-47	-43.8897	5717.89408	3.19528	7821.2	4036.1	7821.2	4036.1
Alexa405/Alexa647	2438.2	13558.2	2438.2	13558.2	1055.70337	10726.19531	406.92270	0.56737	0.61789	311.36929	10214.07520	1641	1	-1	1	339	344.626	2313.28636	6.31678	2438.2	13558.2	2438.2	13558.2
Alexa405/Alexa647	2648.0	14397.1	2648.0	14397.1	1836.59631	55268.81250	348.65308	0.48741	1.10522	341.98898	52685.10156	630	4	-1	1	-39	-38.3342	11919.65899	2.14681	2648.0	14397.1	2648.0	14397.1
Alexa405/Alexa647	2647.0	14402.5	2647.0	14402.5	1646.30725	12286.39551	348.75214	0.24577	1.22603	333.37213	11731.69727	620	1	-1	1	-77	-76.3863	2649.77006	4.64362	2647.0	14402.5	2647.0	14402.5
Alexa405/Alexa647	2651.6	14399.8	2651.6	14399.8	2223.04443	46493.76953	348.71317	0.35689	1.17222	351.20505	44008.62500	626	3	-1	1	-61	-60.3551	10027.17179	2.30052	2651.6	14399.8	2651.6	14399.8
Alexa405/Alexa647	2654.6	14404.4	2654.6	14404.4	1428.21252	11231.40234	357.99802	0.82767	1.09828	327.52710	10386.82324	635	1	-1	1	-45	-44.3082	2422.24285	5.12117	2654.6	14404.4	2654.6	14404.4
Alexa405/Alexa647	4840.5	7184.1	4840.5	7184.1	1011.04437	11484.73828	430.26450	1.48353	1.51342	283.04184	10720.53516	4618	1	-1	1	-274	-264.583	2476.87905	6.35954	4840.5	7184.1	4840.5	7184.1
Alexa405/Alexa647	4985.8	6222.3	4985.8	6222.3	1125.02014	17491.89453	351.45541	0.50763	0.73408	294.28760	17194.42969	5833	2	-1	1	175	184.878	3772.42442	4.13410	4985.8	6222.3	4985.8	6222.3
Alexa405/Alexa647	5998.2	6482.8	5998.2	6482.8	1255.57605	22408.66797	378.16888	0.48079	0.64722	417.49701	21746.21094	94	2	-1	1	275	275	4832.81019	4.18362	5998.2	6482.8	5998.2	6482.8
Alexa405/Alexa647	5647.9	7140.1	5647.9	7140.1	2513.82568	137453.04688	370.56375	1.08778	0.74846	319.85287	134353.18750	6739	8	-1	1	210	219.878	29644.08626	1.39844	5647.9	7140.1	5647.9	7140.1
Alexa405/Alexa647	5659.0	7149.1	5659.0	7149.1	1553.05493	28216.18750	342.36755	0.22766	0.73240	324.41992	27213.98828	6736	2	-1	1	159	168.878	6085.30051	2.88923	5659.0	7149.1	5659.0	7149.1
Alexa405/Alexa647	6023.9	12752.4	6023.9	12752.4	1544.11877	11798.93555	352.89142	0.91482	0.89312	317.74945	11071.26367	8421	1	-1	1	60	69.8779	2544.64103	4.80944	6023.9	12752.4	6023.9	12752.4
Alexa405/Alexa647	6034.7	12726.4	6034.7	12726.4	1509.50708	9553.13281	321.15552	0.30815	0.89408	339.39911	9340.02246	8418	1	-1	1	56	65.8779	2060.29549	4.97915	6034.7	12726.4	6034.7	12726.4
Alexa405/Alexa647	6036.4	12741.7	6036.4	12741.7	1958.12476	39988.35938	347.98053	0.66328	0.81370	334.56653	36904.51172	8428	3	-1	1	113	122.878	8624.16950	2.52441	6036.4	12741.7	6036.4	12741.7
Alexa405/Alexa647	5489.3	13655.5	5489.3	13655.5	2022.33618	11967.48926	310.55240	0.79477	0.99875	380.46756	11645.31152	1081	1	-1	1	19	22.0115	2580.99251	4.14595	5489.3	13655.5	5489.3	13655.5
Alexa405/Alexa647	5477.9	15036.5	5477.9	15036.5	1107.68665	7922.34668	341.41177	0.07576	1.18741	287.90320	7517.42041	4438	1	-1	1	-59	-49.5062	1708.58874	6.00104	5477.9	15036.5	5477.9	15036.5
Alexa405/Alexa647	2070.3	15502.3	2070.3	15502.3	1327.86548	29316.71484	358.29349	0.41429	1.28804	302.73898	28058.23828	5610	3	-1	1	-105	-95.1221	6322.64794	3.21894	2070.3	15502.3	2070.3	15502.3
Alexa405/Alexa647	4533.9	15524.0	4533.9	15524.0	1433.21790	22508.98633	300.79669	1.24231	1.05701	320.75769	22088.11328	4224	2	-1	1	6	15.9436	4854.44555	2.83624	4533.9	15524.0	4533.9	15524.0
Alexa405/Alexa647	2041.4	15774.8	2041.4	15774.8	1237.55420	235351.68750	341.16663	0.38697	0.99869	378.99490	222498.67188	601	13	-1	1	7	7.51492	50757.59239	0.97863	2041.4	15774.8	2041.4	15774.8
